study,pi_name,treatment,animal,protocol_id,age_category,months,age_mo,sex,strain,genotype,housing,light_on,light_off,tracking_system,rat_source,pool_diam,duration_c_1,duration_c_2,duration_c_3,duration_c_4,duration_c_5,cum_dist_c_1,cum_dist_c_2,cum_dist_c_3,cum_dist_c_4,cum_dist_c_5,duration_s_1,duration_s_2,duration_s_3,duration_s_4,duration_s_5,duration_s_6,cum_dist_s_1,cum_dist_s_2,cum_dist_s_3,cum_dist_s_4,cum_dist_s_5,cum_dist_s_6,timegoal_p_1,timeopp_p_1,di_p_1,timegoal_p_2,timeopp_p_2,di_p_2
Guidi 2014,Foster,Control,963.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,18.62974033,36.59214733,14.45890233,2.780557667,11.01101,441.3902929,682.0410869,285.7341881,80.38643092,224.0969317,45.37871133,35.20186767,31.75397567,32.36569833,17.85118367,25.30308,1025.337065,793.1047241,694.8693435,834.1422959,430.2198135,601.8331475,26.69336,32.81058667,-0.102803713,28.63975167,29.47391667,-0.014354024
Guidi 2014,Foster,Control,1272.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,52.552552,30.919808,15.79357067,11.845178,6.673339333,652.2751045,647.5106575,374.9807748,214.273032,122.0238067,41.541541,60.226893,26.08163667,29.251473,15.62673733,22.57813267,716.9884684,952.7325612,374.1110334,495.0285561,306.7422782,423.3956428,14.45890333,16.961405,-0.079645993,1.390278333,59.22589333,-0.954128468
Guidi 2014,Foster,Control,1170.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,45.545545,23.85718967,15.79357067,9.342675333,26.359692,787.3244996,467.5768656,413.8013916,250.5209476,629.8870536,23.35668933,18.685351,25.35869133,23.634745,17.35068333,8.452896667,520.5988011,448.3406329,536.4662103,545.266149,340.470374,154.5447118,27.52752667,26.69336167,0.015384569,24.74697,32.81059,-0.140096627
Guidi 2014,Foster,Control,1168.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,37.259481,28.80658333,47.71438033,18.18485067,8.063618667,776.9486433,590.8327771,981.4126307,386.9734444,180.6200489,42.598153,46.43532367,35.86920167,22.578133,17.68435033,8.842174667,914.2860621,1145.11445,904.5099573,587.724125,448.9259509,201.4464527,31.14225,30.03003,0.018181765,18.07363,27.52752667,-0.207317037
Guidi 2014,Foster,Control,956.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,16.29407133,33.922811,22.80057767,23.18985567,25.80358067,309.2608325,603.2682521,446.7638141,469.6090813,601.506842,56.38972233,50.66177233,19.85318567,27.52752667,13.17984567,18.51851767,1234.120844,1102.10817,358.3080574,568.5329286,330.6829916,390.2927122,30.30808667,27.24947167,0.05314011,18.907795,49.49393833,-0.447154507
Guidi 2014,Foster,Control,1270.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,27.41630433,28.13924967,25.02502433,13.12423467,11.567122,506.885047,487.1135022,609.9531446,176.148434,267.3244137,60.226893,54.554554,18.685351,29.08463967,53.49794167,24.913802,1280.440178,1264.20325,405.3692341,621.5948987,1160.18385,539.6111528,25.58113667,20.85418833,0.101796387,25.58113667,24.19085667,0.027932978
Guidi 2014,Foster,Control,1268.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,40.206873,47.936825,18.46290633,20.46490867,15.68234833,814.298588,891.5586936,545.9745846,457.4446269,346.2681151,41.652763,34.979423,31.865198,32.47692067,35.42431233,21.35468733,885.7525219,782.1503006,813.2761945,763.9940331,868.5674372,490.8677538,28.36169333,22.80057833,0.108695623,33.08864333,22.52252333,0.18999997
Guidi 2014,Foster,Control,962.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.52552467,14.570125,11.06662133,11.177844,8.286063333,533.6237781,333.8029189,293.142225,327.5490979,288.1909361,60.226893,41.930819,27.249471,23.85719,15.960404,21.52152067,1358.321243,996.3593435,639.6499466,528.6783227,395.3983838,543.1142166,30.58614167,21.96641,0.164021182,10.84417667,67.01145667,-0.721428593
Guidi 2014,Foster,Control,1174.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,39.261483,22.80057767,37.982426,16.46090467,25.46991367,697.7253813,489.4393255,832.2826573,378.0118955,570.3407703,44.65576633,27.52752667,52.552552,31.03103033,26.86019267,41.43031867,1036.231796,603.9894391,1248.221807,732.7586257,672.1332163,921.4431423,32.532535,21.68835333,0.200000074,25.58113667,25.581135,3.26E-08
Guidi 2014,Foster,Control,1166.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.75097267,30.30808533,18.85218467,30.08564067,28.75097233,583.9595286,631.7716636,446.176228,613.0564852,712.2923311,19.241463,16.12723767,11.73395533,14.959403,29.362695,23.69035633,476.5866436,405.6577295,304.9559077,364.6953269,718.2141118,580.3572894,34.20086667,18.351685,0.301587291,33.088645,17.51751667,0.307692341
Guidi 2014,Foster,Control,839.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,28.80658367,60.226893,49.38271533,30.586141,9.731953667,586.1430581,1049.724807,836.1693498,576.3419832,239.5721621,43.37670933,44.655766,32.08764233,25.52552467,13.06862333,6.284061333,754.2058987,948.4793291,706.8869334,524.0344317,245.0710817,140.1146101,47.82560333,25.58113667,0.303030303,14.73695833,38.09365,-0.442105295
Guidi 2014,Foster,Control,1265.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.636747,18.12923967,10.39928733,10.12123167,13.68034633,476.8699384,336.0856105,255.2270143,211.6476004,349.1912604,41.48592967,60.226893,35.924813,31.531531,8.063618667,13.56912367,899.5164456,1325.437573,881.3995675,835.7063536,175.9474972,304.9273728,37.25948167,18.62974,0.333333353,32.53253167,19.46390833,0.251336886
Guidi 2014,Foster,Control,1178.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,42.87620867,32.36569833,36.75898033,18.07362833,9.954398,686.7892327,550.6694553,689.8053227,340.0548067,190.3332953,31.80958667,19.57513,35.257479,10.566121,15.34868133,41.37470733,720.3699809,307.2150404,756.8518335,232.0050178,349.3239716,858.6701128,47.26949167,23.35669,0.338582677,30.58614,27.805585,0.047618991
Guidi 2014,Foster,Control,1176.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.191858,17.18384967,26.80458167,9.898787,5.394282667,420.8030494,448.0753545,521.8963751,273.2375409,113.7884817,7.841173667,44.76698867,41.15226267,34.70136733,35.31309,34.81258967,188.8896031,1153.982648,928.1686505,734.1591687,842.7623899,684.9797439,40.04003833,18.62974,0.364928911,23.634745,31.69836333,-0.145728635
Guidi 2014,Foster,Control,1173.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,56.72338933,36.81459167,32.866199,24.30207933,13.624735,807.6171703,694.5290174,711.7346816,515.4099977,290.9745235,33.36669933,12.79056767,20.02001933,12.90179,8.675341,22.80057767,771.6820751,256.1163053,478.033877,249.7553868,176.3029568,444.3253852,40.04004,18.62973833,0.364928968,7.507508333,43.654765,-0.706521707
Guidi 2014,Foster,Control,960.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,20.242464,4.726948333,8.508507667,6.951395,6.840172667,485.2761878,99.66652711,192.9438071,124.417768,162.5092695,30.86419667,12.06762233,12.623734,16.40529333,5.616727333,25.247469,665.3708842,218.1151936,298.4683024,446.057392,123.2158847,642.5577764,43.09865333,19.74196333,0.371681426,17.23946167,51.99644167,-0.502008038
Guidi 2014,Foster,Control,957.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.226893,32.03203133,49.38271533,17.628739,20.85418667,1120.195502,657.8528128,998.6694258,420.8516107,475.2316329,54.10966467,30.919808,44.04404333,40.262484,12.345678,20.46490867,953.6175169,621.7881672,947.6889752,824.8706703,246.7958725,405.7344298,48.10365833,20.02001833,0.412244925,28.91780833,28.361695,0.009708767
Guidi 2014,Foster,Control,958.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.86920167,10.17684267,16.40529333,22.46691033,15.07062533,577.2612478,301.1283123,387.7280895,435.801785,315.6263557,39.928817,12.45690033,18.07362833,16.905794,9.731953333,7.340673333,713.8625681,217.8054121,391.6593159,352.5475373,214.1308688,118.4499963,34.75697833,14.180845,0.420454608,18.90779667,58.66978,-0.512544798
Guidi 2014,Foster,Control,1274.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,9.787564667,23.41230033,29.529529,17.07262733,22.13324333,187.4840514,493.654289,570.7412422,393.7191539,394.6346318,50.10566067,26.582137,14.848181,32.254476,10.06562067,10.01000933,886.0555743,502.8638294,306.8488201,708.7569697,224.8389956,203.6689477,38.09364833,15.29307167,0.427083302,28.361695,26.13724833,0.040816327
Guidi 2014,Foster,Control,1033.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,22.133244,32.97742167,11.01101033,7.118228667,7.785562667,412.3685827,525.9878311,264.4698632,96.94833561,217.8821928,28.917806,15.904793,44.544544,31.97642,13.291068,25.358691,541.5674281,360.904768,972.955662,675.779782,258.2771054,489.4158412,49.21588167,19.46390667,0.433198408,22.24446667,28.63975167,-0.125683074
Guidi 2014,Foster,Control,964.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.923812,20.13124167,9.731953333,12.45690067,11.95640033,689.7854661,722.5338798,274.1107614,415.5280013,274.7823687,30.30808533,27.583138,32.42130933,53.10866367,18.68535133,9.453897333,845.4568438,666.5796167,786.9324903,1265.736616,492.6221362,211.0148428,41.70837333,16.40529333,0.435406703,15.571125,35.59114667,-0.391304393
Guidi 2014,Foster,Control,1273.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.14525567,42.48693067,17.12823833,5.672338333,7.618729,572.1644863,741.8740874,348.7669306,97.00498215,124.3605224,34.75697867,12.06762267,19.35268533,25.69235833,14.45890267,31.14225267,421.2236035,253.015214,412.3370442,448.8800551,265.9561811,529.0832133,42.26448833,16.12723833,0.447619063,43.93282167,28.63975167,0.210727955
Guidi 2014,Foster,Control,1269.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,21.187854,26.91580367,15.51551467,10.955399,16.12723767,432.339373,568.8983686,385.1746422,229.515552,401.1810362,57.44633467,48.882215,40.09565067,23.579134,9.453897667,27.19385967,1488.78749,1275.472916,1042.384923,639.9776202,230.6894714,689.819632,32.53253167,12.23445833,0.453416085,33.644755,28.08364,0.090090063
Guidi 2014,Foster,Control,837.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,26.35969233,42.04204133,19.74196333,13.34667933,5.116226333,435.040702,786.5458898,380.7977405,292.0490762,169.2026436,45.267489,33.47792167,14.34768033,15.01501433,18.46290633,4.838170667,1093.241479,734.976922,369.2802272,355.3796986,438.3063301,127.6149981,36.14725833,13.06862333,0.468926579,44.76698833,15.84918167,0.477064233
Guidi 2014,Foster,Control,1034.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31.309086,13.79156867,6.840172667,4.059614667,10.39928733,552.808256,321.9658682,151.6069448,21.61454336,255.1717826,41.541541,21.91079867,13.791569,11.622733,14.57012467,5.672338333,960.1780421,467.4483408,266.5723437,208.1550431,315.0575763,126.0734863,36.14725833,13.06862333,0.468926579,35.03503333,28.36169667,0.105263105
Guidi 2014,Foster,Control,834.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,38.09364867,14.01401333,17.79557267,14.18084667,4.448892667,530.2591128,315.4075556,404.1845231,353.4694453,116.5490695,30.08564067,29.69636233,31.531531,16.12723767,20.13124133,17.18384967,658.6456632,620.4262506,646.7970476,345.6035007,485.543478,379.5202131,45.60115667,15.01501333,0.504587197,18.62973833,36.70336833,-0.326633205
Guidi 2014,Foster,Control,1267.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47.881214,35.36870133,13.23545667,15.29307,5.28306,746.8163928,663.9715117,250.4509867,325.0103136,117.3417937,33.922811,22.80057733,18.62974033,17.73996133,12.84617867,11.34467733,757.3208574,470.2915834,432.0492855,404.4502962,285.4994898,207.5867272,43.37671167,13.624735,0.521951256,41.15226333,11.40028833,0.566137591
Guidi 2014,Foster,Control,1271.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.312089,14.903792,23.301078,8.119229667,6.951395333,679.3069313,268.872061,536.4994477,196.2849653,162.2096841,29.02902833,28.63975,19.297074,16.90579367,6.339672333,16.01601533,734.8277479,527.3642988,427.1197224,391.6822179,118.287625,389.5568027,39.20587,11.95640167,0.532608648,38.92781833,25.30307833,0.21212128
Guidi 2014,Foster,Control,1036.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,18.574129,10.89978833,10.01000933,10.73295467,19.51951867,391.483237,259.3560773,229.2710147,242.6752727,402.8210218,59.00344733,46.49093467,31.642753,38.594149,14.01401333,42.76498633,1061.725457,805.7531154,668.090154,726.9730774,286.972585,839.4319517,45.87921167,13.34668,0.549295768,26.13724667,28.91780667,-0.050505082
Guidi 2014,Foster,Control,1172.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,44.37771033,37.59314767,28.41730567,6.061616667,6.117227667,614.9056915,770.592041,585.4045591,154.1700596,146.1253826,31.47591967,38.53853767,25.30308,16.07162633,8.897786,11.51151067,789.0139677,918.949335,512.6067155,384.8764512,165.4591107,243.3043693,50.328105,13.90279167,0.567099561,27.80558,18.351685,0.20481922
Guidi 2014,Foster,Control,959.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.47892267,35.03503433,5.561116,8.786563667,24.635746,622.0101348,749.0394301,114.9933324,198.4917159,616.711771,58.50294667,45.601156,24.024023,16.34968233,11.40028833,13.902791,1400.631554,1080.208969,544.7852928,383.342411,269.3967589,334.1416704,38.37170667,10.56612,0.568181886,45.045045,13.06862333,0.550239257
Guidi 2014,Foster,Control,1177.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,23.91280067,21.577132,14.45890267,14.45890267,12.01201133,440.4576447,350.4842824,271.4820117,307.7203837,248.0396658,45.545545,15.40429233,35.86920167,41.31909633,20.909798,6.450894667,1038.93363,354.3509017,855.1963811,939.9164673,459.5526375,117.0394581,47.26949167,12.79056833,0.574074074,31.42031,15.015015,0.353293425
Guidi 2014,Foster,Control,835.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.47792167,36.75898067,50.43932767,27.249471,20.07563033,692.9941706,755.8827764,1095.023419,647.0152373,518.4480572,41.541541,40.42931767,20.186853,6.061616333,4.504503667,10.17684267,1075.503736,1018.887253,512.5294039,161.9925595,115.9514671,296.7747706,43.65476667,11.678345,0.577889454,22.52252333,19.46391,0.072847658
Guidi 2014,Foster,Control,1167.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.226893,46.880213,21.632743,10.343676,4.115225667,913.0965535,934.0245576,511.2618978,278.664493,112.8249752,29.36269533,18.240462,11.40028867,28.63975,16.51651567,19.297074,612.8560678,439.157332,237.6444901,649.2587608,352.6348211,383.3681316,37.53754,10.01001167,0.578947335,26.69335833,18.35168333,0.185185199
Guidi 2014,Foster,Control,955.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.52952867,38.09364867,20.576131,15.79357067,5.060615333,611.0946858,809.4367279,422.7177036,398.4042058,107.4500626,35.47992367,52.10766233,18.240462,7.896785,11.45589967,15.12623667,738.0747412,1194.653025,435.4241833,185.7487512,295.3564921,267.0544119,45.60115833,11.95640167,0.584541052,26.97141667,37.537535,-0.163793056
Guidi 2014,Foster,Control,1169.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.191858,53.72038633,23.579134,14.292069,11.9564,462.6525257,956.5088863,474.7944772,287.6282619,251.4567105,29.14025067,38.09364867,42.09765233,31.531531,22.07763233,18.07362833,635.7013427,788.4629606,842.4555604,515.2615893,389.4922324,388.0039485,53.94283167,11.95640167,0.637130781,51.718385,6.67334,0.771428571
Guidi 2014,Foster,Control,1165.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47.04704633,32.14325367,34.36770033,14.292069,12.568123,893.3170822,672.9858117,726.166218,280.5710905,346.6109358,43.71037633,18.240462,12.79056733,22.300077,13.45790167,6.840172667,995.5295943,386.1519639,283.3172917,525.7942409,282.0312987,144.5331348,51.99644,9.453896667,0.692307734,18.35168667,32.53253167,-0.278688471
Guidi 2014,Foster,Control,838.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,55.49994367,24.580135,33.92281067,16.23846,4.560115,843.9077154,518.7900206,678.3364568,259.6111446,100.1841354,22.07763267,23.91280133,30.474919,8.286063,17.12823833,9.843175667,539.0361059,550.563321,584.3430179,183.5685838,372.0091795,258.7682921,53.108665,9.175841667,0.70535717,32.25447833,26.69335833,0.094339679
Guidi 2014,Foster,Control,1175.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,46.43532367,41.930819,21.74396533,15.84918167,6.450894333,673.836127,783.1442289,446.7450091,382.5467459,146.5961761,30.86419667,30.308085,10.84417667,11.73395533,6.506505667,10.78856567,733.4489704,684.3204021,232.5598256,264.3302689,141.3139967,215.7953977,58.11367,9.731953333,0.713114779,27.24947333,24.46891167,0.053763505
Guidi 2014,Foster,Control,836.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.19586167,19.74196333,9.731953333,3.892780667,16.18284867,640.4467074,442.6720041,200.0266338,82.57911116,314.6654298,38.594149,11.17784367,9.731953333,10.56612067,8.119229667,5.227449,816.7871466,192.7309546,188.530026,234.1584166,165.2117104,121.8331379,43.376705,7.22945,0.714285743,41.708375,18.351685,0.388888889
Guidi 2014,Foster,Control,961.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,33.81158867,6.506505667,9.175842,3.503502667,5.449893667,509.1468599,185.6693337,220.7739274,65.97646253,123.9534521,41.597152,13.958402,14.40329133,19.85318567,9.898786667,9.676342333,1033.906851,345.4724782,378.1139672,468.3663476,232.2769165,180.3386657,50.05004833,7.785561667,0.730769273,36.981425,11.40028833,0.52873565
Guidi 2014,Foster,Control,1266.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,42.93182,20.18685267,22.633744,11.12223267,8.953397,767.5764849,485.6142748,493.6483265,242.3695214,195.5768246,52.552552,23.41230067,34.14525567,26.74897033,9.175842,10.12123167,1126.302,466.5616753,649.8180303,497.0074299,187.7960956,242.6455218,64.78701167,8.06362,0.778625941,24.46891333,40.04004,-0.24137931
Guidi 2014,Foster,Control,1035.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.591146,9.787564333,16.182849,13.235457,8.508507667,738.096312,210.9394179,379.0209939,263.3992423,165.3901525,26.915804,59.50394767,27.58313833,31.30908633,13.235457,14.73695867,440.244959,1201.59433,560.699576,710.7864048,307.5995643,330.2713037,49.21588167,4.726948333,0.824742294,48.381715,10.01001,0.657142857
Guidi 2014,Foster,Control,1171.TF,Foster_WM_1,Mid Aged,14-Oct,12,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.42331133,13.17984567,11.73395533,5.116226667,5.783560333,642.284202,253.1038668,286.2545361,98.86940108,141.8215951,30.919808,25.35869133,29.19586167,43.65476533,19.57513,19.74196367,753.7018781,593.2803479,645.216486,932.2628296,436.337738,376.6296466,51.16227333,2.780558333,0.896907216,26.97141667,23.9128,0.06010934
Kumar 2013,Foster,Control,962F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.526,14.57,11.067,11.178,8.286,533.624,333.803,293.142,327.549,288.191,60.227,41.931,27.249,23.857,15.96,21.522,1358.321,996.359,639.65,528.678,395.398,543.114,30.586,32.811,0.164,10.844,67.011,-0.721
Kumar 2013,Foster,Control,1_542F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.813,32.699,8.286,6.951,31.643,595.353,717.938,237.127,200.747,702.373,40.819,24.914,40.262,29.919,14.959,14.626,1031.465,691.209,1055.462,796.843,410.478,339.905,10.803,19.945,-0.469,19.391,22.161,-0.067
Kumar 2013,Foster,Control,956F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,16.294,33.923,22.801,23.19,25.804,309.261,603.268,446.764,469.609,601.507,56.39,50.662,19.853,27.528,13.18,18.519,1234.121,1102.108,358.308,568.533,330.683,390.293,30.308,20.02,0.053,18.908,49.494,-0.447
Kumar 2013,Foster,Control,1_173F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,56.723,36.815,32.866,24.302,13.625,807.617,694.529,711.735,515.41,290.975,33.367,12.791,20.02,12.902,8.675,22.801,771.682,256.116,478.034,249.755,176.303,444.325,40.04,12.791,0.365,7.508,43.655,-0.707
Kumar 2013,Foster,Control,1_538F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.536,14.348,15.182,11.289,12.513,592.855,461.227,433.633,297.555,344.093,16.961,35.424,6.84,34.757,30.197,23.023,429.152,752.907,137.826,870.82,767.904,546.662,29.917,19.114,0.317,12.465,40.166,-0.526
Kumar 2013,Foster,Control,960F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,20.242,4.727,8.509,6.951,6.84,485.276,99.667,192.944,124.418,162.509,30.864,12.068,12.624,16.405,5.617,25.247,665.371,218.115,298.468,446.057,123.216,642.558,43.099,21.966,0.372,17.239,51.996,-0.502
Kumar 2013,Foster,Control,963F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,18.63,36.592,14.459,2.781,11.011,441.39,682.041,285.734,80.386,224.097,45.379,35.202,31.754,32.366,17.851,25.303,1025.337,793.105,694.869,834.142,430.22,601.833,26.693,16.405,-0.103,28.64,29.474,-0.014
Kumar 2013,Foster,Control,1_534F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,60.227,23.579,22.745,3.893,4.06,1095.785,585.488,548.345,43.304,90.368,29.474,45.379,44.878,12.679,5.45,15.404,697.523,1072.187,1033.475,301.499,104.398,357.535,29.086,15.235,0.123,18.006,28.532,-0.226
Kumar 2013,Foster,Control,958F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,35.869,10.177,16.405,22.467,15.071,577.261,301.128,387.728,435.802,315.626,39.929,12.457,18.074,16.906,9.732,7.341,713.863,217.805,391.659,352.548,214.131,118.45,34.757,19.742,0.42,18.908,58.67,-0.513
Kumar 2013,Foster,Control,964F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,34.924,20.131,9.732,12.457,11.956,689.785,722.534,274.111,415.528,274.782,30.308,27.583,32.421,53.109,18.685,9.454,845.457,666.58,786.932,1265.737,492.622,211.015,41.708,19.464,0.435,15.571,35.591,-0.391
Kumar 2013,Foster,Control,1_536F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,31.865,54.833,50.606,30.642,9.176,647.196,1267.504,1097.979,798.632,290.165,50.551,36.147,18.963,19.297,12.179,15.071,1247.429,902.37,404.409,501.023,360.285,404.002,27.147,15.512,0.077,19.945,21.053,-0.027
Kumar 2013,Foster,Control,1_176F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,25.192,17.184,26.805,9.899,5.394,420.803,448.075,521.896,273.238,113.788,7.841,44.767,41.152,34.701,35.313,34.813,188.89,1153.983,928.169,734.159,842.762,684.98,40.04,10.566,0.365,23.635,31.698,-0.146
Kumar 2013,Foster,Control,1_535F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,36.036,22.801,31.365,24.246,11.567,616.164,521.611,724.51,592.441,306.731,33.033,46.602,14.292,29.196,32.533,11.623,812.756,1174.708,292.51,661.096,793.987,244.546,39.612,23.269,0.444,18.283,28.809,-0.224
Kumar 2013,Foster,Control,1_540F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,47.937,25.748,12.679,4.56,5.506,986.906,505.262,320.542,126.809,148.634,31.754,18.908,22.689,31.142,17.684,25.804,731.716,508.749,629.401,880.863,510.313,697.353,28.255,29.917,0.193,24.1,22.161,0.042
Kumar 2013,Foster,Control,1_033F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,22.133,32.977,11.011,7.118,7.786,412.369,525.988,264.47,96.948,217.882,28.918,15.905,44.545,31.976,13.291,25.359,541.567,360.905,972.956,675.78,258.277,489.416,49.216,13.347,0.433,22.244,28.64,-0.126
Kumar 2013,Foster,Control,955F.TF,Foster_WM_1,Mid Aged,16-Dec,14,M ,F344,WT,single,7:00,19:00,Ethovision,NIA,1.83,29.53,38.094,20.576,15.794,5.061,611.095,809.437,422.718,398.404,107.45,35.48,52.108,18.24,7.897,11.456,15.126,738.075,1194.653,435.424,185.749,295.356,267.054,45.601,27.249,0.585,26.971,37.538,-0.164
