Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
463,Y501,AQ (Day7),1,8/27/2017,10:36,am,starneshm,Cohort 70 videos\Test 463.szv,14,18.5,3.791,5.025,0.271,0.271,0.092,0.228,0.573,0.604,7.82,10.96,0.075,0.217,8.77
464,Y501,AQ (Day7),2,8/27/2017,10:37,am,starneshm,Cohort 70 videos\Test 464.szv,13.7,16.1,3.972,4.423,0.29,0.274,0.1,0.142,0.486,0.483,6.51,7.62,0.078,0.13,7
465,Y501,AQ (Day7),3,8/27/2017,10:38,am,starneshm,Cohort 70 videos\Test 465.szv,6.8,11.3,1.642,2.618,0.241,0.231,0.616,0.449,0.407,0.681,2.64,7.49,0.534,0.41,4.99
466,Y502,AQ (Day7),1,8/27/2017,10:39,am,starneshm,Cohort 70 videos\Test 466.szv,85.6,30,19.269,6.082,0.225,0.203,0.044,0.087,0.739,0.734,63.26,22.02,,,
467,Y502,AQ (Day7),2,8/27/2017,10:42,am,starneshm,Cohort 70 videos\Test 467.szv,56.5,30,15.435,7.777,0.273,0.259,0.027,0.158,0.718,0.717,40.21,21.5,0.024,,40.83
468,Y502,AQ (Day7),3,8/27/2017,10:43,am,starneshm,Cohort 70 videos\Test 468.szv,56.1,30,16.522,7.847,0.295,0.262,0.068,0.112,0.681,0.76,37.95,22.81,0.063,,40.42
469,1756,AQ (Day7),1,8/27/2017,10:46,am,starneshm,Cohort 70 videos\Test 469.szv,42.2,30,6.578,5.397,0.156,0.18,0.098,0.264,0.478,0.643,20.02,19.3,0.088,,20.45
470,1756,AQ (Day7),2,8/27/2017,10:48,am,starneshm,Cohort 70 videos\Test 470.szv,56.7,30,9.903,6.74,0.175,0.225,0.032,0.188,0.571,0.764,32.36,22.92,,,
471,1756,AQ (Day7),3,8/27/2017,10:49,am,starneshm,Cohort 70 videos\Test 471.szv,71.5,30,11.047,5.776,0.155,0.193,0.078,0.264,0.556,0.624,39.47,18.72,0.077,,41.29
472,1757,AQ (Day7),1,8/27/2017,10:52,am,starneshm,Cohort 70 videos\Test 472.szv,7.6,12.8,1.788,3.105,0.235,0.242,0.518,0.38,0.534,0.678,3.87,8.44,0.495,0.369,5.76
473,1757,AQ (Day7),2,8/27/2017,10:53,am,starneshm,Cohort 70 videos\Test 473.szv,10,12.7,2.046,2.578,0.205,0.203,0.124,0.258,0.302,0.327,2.91,4.03,0.084,0.23,3.15
474,1757,AQ (Day7),3,8/27/2017,10:54,am,starneshm,Cohort 70 videos\Test 474.szv,9.3,14.1,1.517,2.386,0.163,0.169,0.477,0.488,0.383,0.523,3.56,7.38,,,
475,1758,AQ (Day7),1,8/27/2017,10:56,am,starneshm,Cohort 70 videos\Test 475.szv,81,30,13.977,6.053,0.173,0.202,0.086,0.173,0.656,0.621,53.12,18.62,,,
476,1758,AQ (Day7),2,8/27/2017,10:58,am,starneshm,Cohort 70 videos\Test 476.szv,4.2,9.2,0,0.556,0,0.06,,0.983,0.042,0.19,0.18,1.75,,,
477,1758,AQ (Day7),3,8/27/2017,10:59,am,starneshm,Cohort 70 videos\Test 477.szv,28.1,30,3.128,3.366,0.111,0.112,0.086,0.118,0.568,0.674,15.73,20.23,0.079,,18.01
478,1761,AQ (Day7),1,8/27/2017,11:01,am,starneshm,Cohort 70 videos\Test 478.szv,0.6,4.8,0.074,1.304,0.126,0.272,0.982,0.879,0.028,0.724,0.01,3.2,0.452,0.855,1.04
479,1761,AQ (Day7),2,8/27/2017,11:02,am,starneshm,Cohort 70 videos\Test 479.szv,15.5,17.7,5.558,5.992,0.359,0.339,0.104,0.114,0.574,0.57,8.67,9.88,0.088,0.1,9.33
480,1761,AQ (Day7),3,8/27/2017,11:03,am,starneshm,Cohort 70 videos\Test 480.szv,10.2,14.1,3.155,4.208,0.309,0.298,0.082,0.266,0.495,0.554,4.89,7.63,0.051,0.253,5.73
481,1765,AQ (Day7),1,8/27/2017,11:05,am,starneshm,Cohort 70 videos\Test 481.szv,44.3,30,6.942,5.479,0.157,0.183,0.112,0.158,0.656,0.772,29.08,23.17,,,
482,1765,AQ (Day7),2,8/27/2017,11:07,am,starneshm,Cohort 70 videos\Test 482.szv,86.2,30,13.024,3.542,0.151,0.118,0.022,0.291,0.772,0.94,66.52,28.19,,,
483,1765,AQ (Day7),3,8/27/2017,11:09,am,starneshm,Cohort 70 videos\Test 483.szv,82.7,30,9.634,3.339,0.117,0.111,0.047,0.316,0.669,0.528,55.36,15.84,,,
484,1766,AQ (Day7),1,8/27/2017,11:13,am,starneshm,Cohort 70 videos\Test 484.szv,82.9,30,16.932,6.798,0.204,0.227,0.088,0.047,0.845,0.816,70.03,24.49,,,
485,1766,AQ (Day7),2,8/27/2017,11:15,am,starneshm,Cohort 70 videos\Test 485.szv,86.2,30,9.368,3.992,0.109,0.133,0.017,0.357,0.971,0.877,83.68,26.31,,,
486,1766,AQ (Day7),3,8/27/2017,11:17,am,starneshm,Cohort 70 videos\Test 486.szv,83.3,30,9.102,4.04,0.109,0.135,0.061,0.076,0.719,0.608,59.9,18.25,,,
487,1767,AQ (Day7),1,8/27/2017,11:21,am,starneshm,Cohort 70 videos\Test 487.szv,29.7,30,7.158,7.384,0.241,0.246,0.096,0.207,0.555,0.645,16.29,19.35,0.088,,16.93
488,1767,AQ (Day7),2,8/27/2017,11:22,am,starneshm,Cohort 70 videos\Test 488.szv,35.8,30,8.089,6.663,0.226,0.222,0.086,0.041,0.672,0.774,23.84,23.23,0.074,,24.08
489,1767,AQ (Day7),3,8/27/2017,11:24,am,starneshm,Cohort 70 videos\Test 489.szv,6.7,9.8,1.172,1.552,0.176,0.159,0.669,0.697,0.28,0.488,1.71,4.49,0.577,0.636,2.03
490,1770,AQ (Day7),1,8/27/2017,11:26,am,starneshm,Cohort 70 videos\Test 490.szv,1.1,8.8,0,1.325,0,0.151,,0.88,0.047,0.456,0.05,3.99,,,
491,1770,AQ (Day7),2,8/27/2017,11:26,am,starneshm,Cohort 70 videos\Test 491.szv,60.6,30,8.662,5.453,0.143,0.182,0.031,0.044,0.444,0.576,26.88,17.28,,,
492,1770,AQ (Day7),3,8/27/2017,11:28,am,starneshm,Cohort 70 videos\Test 492.szv,5.4,12.7,0.288,1.53,0.053,0.12,0.967,0.74,0.058,0.498,0.31,6.34,,,
493,1771,AQ (Day7),1,8/27/2017,11:30,am,starneshm,Cohort 70 videos\Test 493.szv,84.7,30,15.142,6.333,0.179,0.211,0.074,0.233,0.71,0.669,60.16,20.07,,,
494,1771,AQ (Day7),2,8/27/2017,11:33,am,starneshm,Cohort 70 videos\Test 494.szv,42.4,30,7.426,5.61,0.175,0.187,0.069,0.277,0.714,0.71,30.01,21.3,0.058,,30.45
495,1771,AQ (Day7),3,8/27/2017,11:34,am,starneshm,Cohort 70 videos\Test 495.szv,4.3,9.5,0.686,1.675,0.16,0.176,0.376,0.676,0.188,0.451,0.74,4.12,0.281,0.609,1.13
496,Y503,AQ (Day7),1,8/27/2017,11:36,am,starneshm,Cohort 70 videos\Test 496.szv,3.8,8.4,0.695,1.608,0.183,0.191,0.776,0.717,0.342,0.635,1.18,5.11,0.731,0.688,2.01
497,Y503,AQ (Day7),2,8/27/2017,11:37,am,starneshm,Cohort 70 videos\Test 497.szv,30.9,30,8.608,8.189,0.279,0.273,0.061,0.113,0.563,0.608,17.2,18.23,0.046,,17.97
498,Y503,AQ (Day7),3,8/27/2017,11:38,am,starneshm,Cohort 70 videos\Test 498.szv,85.4,30,22.953,8.31,0.269,0.277,0.036,0.158,0.49,0.616,41.86,18.49,,,
499,Y504,AQ (Day7),1,8/27/2017,11:41,am,starneshm,Cohort 70 videos\Test 499.szv,10.9,15.8,2.998,4.408,0.275,0.279,0.173,0.259,0.539,0.645,5.69,9.97,0.147,0.25,7.78
500,Y504,AQ (Day7),2,8/27/2017,11:42,am,starneshm,Cohort 70 videos\Test 500.szv,4.3,6.8,1.196,1.404,0.278,0.206,0.472,0.439,0.357,0.431,1.41,2.78,0.405,0.402,2.03
501,Y504,AQ (Day7),3,8/27/2017,11:43,am,starneshm,Cohort 70 videos\Test 501.szv,3.9,8.4,1.211,2.09,0.314,0.25,0.93,0.523,0.589,0.799,2.05,6.39,0.98,0.51,4.24
502,Y505,AQ (Day7),1,8/27/2017,11:44,am,starneshm,Cohort 70 videos\Test 502.szv,85.2,30,15.236,3.037,0.179,0.101,0.031,0.5,0.556,0.474,47.38,14.23,,,
503,Y505,AQ (Day7),2,8/27/2017,11:46,am,starneshm,Cohort 70 videos\Test 503.szv,18.3,20.9,5.134,5.725,0.281,0.274,0.182,0.11,0.709,0.708,12.72,14.55,0.175,0.106,13.86
504,Y505,AQ (Day7),3,8/27/2017,11:47,am,starneshm,Cohort 70 videos\Test 504.szv,15.2,19.8,3.668,4.748,0.242,0.24,0.222,0.251,0.598,0.704,8.86,13.67,0.183,0.228,11.2
505,1742,AQ (Day8),1,8/28/2017,9:35,am,starneshm,Cohort 70 videos\Test 505.szv,7.8,7.8,1.372,1.372,0.176,0.175,0.815,0.767,0.67,0.67,5.01,5.01,0.76,0.76,1.91
506,1742,AQ (Day8),2,8/28/2017,9:35,am,starneshm,Cohort 70 videos\Test 506.szv,0.7,3.6,0.084,0.428,0.12,0.118,1.281,0.98,0.035,0.252,0.01,0.82,0.718,0.994,0.15
508,1743,AQ (Day8),1,8/28/2017,9:39,am,starneshm,Cohort 70 videos\Test 508.szv,14.2,21,2.1,3.309,0.148,0.158,0.216,0.366,0.322,0.439,4.45,9.05,0.189,0.332,5.14
509,1743,AQ (Day8),2,8/28/2017,9:40,am,starneshm,Cohort 70 videos\Test 509.szv,17,19.7,3.14,3.5,0.185,0.178,0.038,0.133,0.561,0.527,9.34,10.19,0.019,0.129,9.61
511,1746,AQ (Day8),1,8/28/2017,9:43,am,starneshm,Cohort 70 videos\Test 511.szv,82.7,30,15.145,6.065,0.183,0.202,0.045,0.1,0.713,0.559,58.99,16.77,,,
512,1746,AQ (Day8),2,8/28/2017,9:46,am,starneshm,Cohort 70 videos\Test 512.szv,17,19.6,3.029,3.21,0.178,0.164,0.183,0.168,0.627,0.596,10.67,11.67,,,
514,1748,AQ (Day8),1,8/28/2017,9:50,am,starneshm,Cohort 70 videos\Test 514.szv,34.8,30,5.869,5.058,0.169,0.169,0.105,0.205,0.602,0.735,20.7,22.05,0.087,,23.68
515,1748,AQ (Day8),2,8/28/2017,9:51,am,starneshm,Cohort 70 videos\Test 515.szv,87,30,15.01,5.005,0.173,0.167,0.036,0.025,0.521,0.405,45.17,12.15,0.029,,45.71
517,1749,AQ (Day8),1,8/28/2017,9:58,am,starneshm,Cohort 70 videos\Test 517.szv,28.9,30,5.663,5.824,0.196,0.194,0.136,0.17,0.479,0.589,13.64,17.68,0.12,,15.67
518,1749,AQ (Day8),2,8/28/2017,9:59,am,starneshm,Cohort 70 videos\Test 518.szv,12.3,14.3,2.583,2.758,0.211,0.193,0.209,0.164,0.726,0.684,8.63,9.5,0.195,0.149,9.06
520,1751,AQ (Day8),1,8/28/2017,10:03,am,starneshm,Cohort 70 videos\Test 520.szv,44.5,30,8.719,5.958,0.196,0.199,0.085,0.153,0.469,0.595,20.74,17.85,0.072,,23.03
521,1751,AQ (Day8),2,8/28/2017,10:05,am,starneshm,Cohort 70 videos\Test 521.szv,33.5,30,6.576,5.748,0.196,0.192,0.055,0.082,0.375,0.405,12.35,12.05,0.152,0.174,2.32
523,1752,AQ (Day8),1,8/28/2017,10:09,am,starneshm,Cohort 70 videos\Test 523.szv,26.1,30,4.013,5.144,0.154,0.171,0.138,0.217,0.829,0.831,21.63,24.93,,,
524,1752,AQ (Day8),2,8/28/2017,10:11,am,starneshm,Cohort 70 videos\Test 524.szv,88.4,30,19.005,6.596,0.215,0.22,0.016,0.207,0.772,0.69,68.24,20.69,,,
526,1753,AQ (Day8),1,8/28/2017,10:17,am,starneshm,Cohort 70 videos\Test 526.szv,57.7,30,11.256,6.684,0.195,0.223,0.078,0.131,0.494,0.625,28.33,18.74,0.068,,30.46
527,1753,AQ (Day8),2,8/28/2017,10:18,am,starneshm,Cohort 70 videos\Test 527.szv,50.5,30,9.979,6.114,0.198,0.204,0.054,0.236,0.636,0.713,32.1,21.38,,,
529,1755,AQ (Day8),1,8/28/2017,10:23,am,starneshm,Cohort 70 videos\Test 529.szv,4.4,11,0.828,1.757,0.19,0.16,0.884,0.642,0.424,0.742,1.69,7.85,0.869,0.627,4.19
530,1755,AQ (Day8),2,8/28/2017,10:24,am,starneshm,Cohort 70 videos\Test 530.szv,12.6,15,1.98,2.14,0.157,0.142,0.315,0.246,0.335,0.349,4.22,5.24,,,
532,Y500,AQ (Day8),1,8/28/2017,10:28,am,starneshm,Cohort 70 videos\Test 532.szv,18.2,22.7,4.796,5.969,0.264,0.263,0.115,0.21,0.476,0.551,8.65,12.5,,,
533,Y500,AQ (Day8),2,8/28/2017,10:29,am,starneshm,Cohort 70 videos\Test 533.szv,37.3,30,9.231,7.554,0.247,0.252,0.061,0.153,0.463,0.515,17.26,15.46,,,
535,Y501,AQ (Day8),1,8/28/2017,10:33,am,starneshm,Cohort 70 videos\Test 535.szv,29.8,30,7.292,7.542,0.245,0.251,0.022,0.097,0.503,0.521,14.79,15.64,0.018,,15.21
536,Y501,AQ (Day8),2,8/28/2017,10:34,am,starneshm,Cohort 70 videos\Test 536.szv,16.8,18.7,3.349,3.621,0.2,0.194,0.169,0.154,0.622,0.603,10.18,11.01,0.136,0.125,10.5
538,Y502,AQ (Day8),1,8/28/2017,10:37,am,starneshm,Cohort 70 videos\Test 538.szv,65.5,30,16.402,8.106,0.25,0.27,0.037,0.053,0.488,0.606,31.77,18.19,0.036,,32.54
539,Y502,AQ (Day8),2,8/28/2017,10:39,am,starneshm,Cohort 70 videos\Test 539.szv,9.5,11.2,2.503,2.598,0.263,0.232,0.221,0.185,0.469,0.463,4.29,5.02,0.186,0.157,4.65
541,1756,AQ (Day8),1,8/28/2017,10:54,am,starneshm,Cohort 70 videos\Test 541.szv,12.2,18.2,2.109,3.478,0.173,0.191,0.255,0.332,0.469,0.509,5.72,9.26,,,
542,1756,AQ (Day8),2,8/28/2017,10:55,am,starneshm,Cohort 70 videos\Test 542.szv,12.6,16.2,2.19,3.93,0.174,0.243,0.307,0.171,0.378,0.418,4.75,6.75,,,
544,1757,AQ (Day8),1,8/28/2017,10:58,am,starneshm,Cohort 70 videos\Test 544.szv,10,15.1,1.946,3.318,0.195,0.22,0.398,0.366,0.298,0.463,2.87,6.83,0.332,0.332,4.05
545,1757,AQ (Day8),2,8/28/2017,10:59,am,starneshm,Cohort 70 videos\Test 545.szv,25.9,28,6.794,7.345,0.263,0.263,0.057,0.069,0.345,0.348,8.79,9.6,0.044,0.063,9.18
547,1758,AQ (Day8),1,8/28/2017,11:03,am,starneshm,Cohort 70 videos\Test 547.szv,80.9,30,11.265,4.191,0.139,0.14,0.084,0.188,0.506,0.387,40.95,11.61,,,
548,1758,AQ (Day8),2,8/28/2017,11:05,am,starneshm,Cohort 70 videos\Test 548.szv,25.3,28.5,3.269,3.525,0.129,0.124,0.128,0.128,0.319,0.328,7.95,9.24,0.118,0.112,8.6
550,1761,AQ (Day8),1,8/28/2017,11:10,am,starneshm,Cohort 70 videos\Test 550.szv,44.2,30,11.826,8.744,0.268,0.291,0.039,0.126,0.505,0.578,22.27,17.34,0.026,,23.67
551,1761,AQ (Day8),2,8/28/2017,11:12,am,starneshm,Cohort 70 videos\Test 551.szv,1.1,2.5,0.263,0.434,0.239,0.173,1.2,0.93,0.094,0.237,0.08,0.52,0.818,0.947,0.14
553,1765,AQ (Day8),1,8/28/2017,11:16,am,starneshm,Cohort 70 videos\Test 553.szv,82.3,30,12.735,6.01,0.155,0.2,0.117,0.187,0.743,0.834,61.18,25.01,,,
554,1765,AQ (Day8),2,8/28/2017,11:18,am,starneshm,Cohort 70 videos\Test 554.szv,87.2,30,9.003,6.097,0.103,0.203,0.121,0.225,0.654,0.749,56.98,22.46,,,
556,1766,AQ (Day8),1,8/28/2017,11:26,am,starneshm,Cohort 70 videos\Test 556.szv,83,30,16.041,7.948,0.193,0.265,0.057,0.176,0.846,0.715,70.19,21.44,,,
557,1766,AQ (Day8),2,8/28/2017,11:29,am,starneshm,Cohort 70 videos\Test 557.szv,56.5,30,9.375,6.089,0.166,0.203,0.07,0.217,0.596,0.704,33.7,21.12,,,
559,1767,AQ (Day8),1,8/28/2017,11:34,am,starneshm,Cohort 70 videos\Test 559.szv,32.1,30,7.39,7.244,0.23,0.241,0.095,0.106,0.665,0.774,21.21,23.21,0.074,,21.77
560,1767,AQ (Day8),2,8/28/2017,11:35,am,starneshm,Cohort 70 videos\Test 560.szv,2.4,3.6,1.475,2.718,0.615,0.755,0.559,0.156,0.202,0.326,0.41,1.06,0.999,0.144,0.92
562,1770,AQ (Day8),1,8/28/2017,11:39,am,starneshm,Cohort 70 videos\Test 562.szv,1.6,8.9,0,1.23,0,0.137,,0.896,0.049,0.443,0.08,3.96,,,
563,1770,AQ (Day8),2,8/28/2017,11:40,am,starneshm,Cohort 70 videos\Test 563.szv,25.5,28.6,4.889,5.324,0.192,0.186,0.135,0.112,0.415,0.418,10.57,11.98,,,
565,1771,AQ (Day8),1,8/28/2017,11:44,am,starneshm,Cohort 70 videos\Test 565.szv,4.3,4.3,1.248,1.248,0.29,0.288,0.956,0.947,0.589,0.589,2.34,2.34,0.904,0.904,0.32
566,1771,AQ (Day8),2,8/28/2017,11:44,am,starneshm,Cohort 70 videos\Test 566.szv,0.2,2.2,0,0.441,0,0.199,,0.964,0,0.269,0,0.49,,0.96,0.11
568,Y503,AQ (Day8),1,8/28/2017,11:47,am,starneshm,Cohort 70 videos\Test 568.szv,40.2,30,10.682,7.763,0.266,0.259,0.061,0.186,0.619,0.598,24.57,17.95,0.051,,26.11
569,Y503,AQ (Day8),2,8/28/2017,11:49,am,starneshm,Cohort 70 videos\Test 569.szv,11.4,13.1,2.809,2.809,0.246,0.214,0.198,0.182,0.408,0.412,4.48,5.21,0.157,0.147,4.81
571,Y504,AQ (Day8),1,8/28/2017,11:52,am,starneshm,Cohort 70 videos\Test 571.szv,7.5,12.4,1.846,3.191,0.246,0.257,0.312,0.377,0.358,0.581,2.57,7.01,0.27,0.343,4.66
572,Y504,AQ (Day8),2,8/28/2017,11:53,am,starneshm,Cohort 70 videos\Test 572.szv,4.8,6.7,0.747,0.97,0.157,0.146,0.283,0.469,0.2,0.244,0.88,1.53,0.237,0.475,0.87
574,Y505,AQ (Day8),1,8/28/2017,11:55,am,starneshm,Cohort 70 videos\Test 574.szv,11.4,16,1.832,3.151,0.161,0.197,0.633,0.371,0.526,0.696,5.95,11.07,0.568,0.336,8.19
575,Y505,AQ (Day8),2,8/28/2017,11:56,am,starneshm,Cohort 70 videos\Test 575.szv,7.3,9,2.368,2.512,0.324,0.278,0.223,0.175,0.495,0.477,3.45,4.14,0.206,0.156,3.85
