Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
141,3286,AQ (Day3),3,5/4/2022,11:48,am,Raul,MWM Cohort 128 videos\Test 16610.szv,82.6,30,11.238,3.101,0.136,0.103,0.083,0.476,0.783,0.905,64.65,27.15,,,67.89
142,3288,AQ (Day3),1,5/4/2022,11:52,am,Raul,MWM Cohort 128 videos\Test 16611.szv,85,30,16.686,7.767,0.196,0.259,0.021,0.186,0.695,0.68,59.08,20.4,,,60.47
143,3288,AQ (Day3),2,5/4/2022,11:54,am,Raul,MWM Cohort 128 videos\Test 16612.szv,61.1,30,9.514,5.133,0.156,0.171,0.044,0.008,0.779,0.733,47.29,22,0.033,,47.47
144,3288,AQ (Day3),3,5/4/2022,11:56,am,Raul,MWM Cohort 128 videos\Test 16613.szv,3.7,8.9,0.707,1.854,0.191,0.208,0.611,0.631,0.225,0.57,0.76,4.89,0.514,0.582,2.15
145,Y860,AQ (Day4),1,5/5/2022,9:44,am,Raul,MWM Cohort 128 videos\Test 145.szv,46.4,30,8.259,5.966,0.178,0.199,0.07,0.221,0.74,0.646,34.06,19.37,0.07,,34.3
146,Y860,AQ (Day4),2,5/5/2022,9:46,am,Raul,MWM Cohort 128 videos\Test 16657.szv,1.6,6.6,0.261,1.406,0.163,0.212,0.753,0.787,0.084,0.408,0.11,2.57,0.628,0.735,0.06
148,Y861,AQ (Day4),1,5/5/2022,9:49,am,Raul,MWM Cohort 128 videos\Test 16659.szv,87.2,30,20.802,7.822,0.239,0.261,0.029,0.204,0.795,0.76,69.31,22.81,,,69.92
149,Y861,AQ (Day4),2,5/5/2022,9:52,am,Raul,MWM Cohort 128 videos\Test 16660.szv,83.9,30,15.678,6.97,0.187,0.232,0.097,0.017,0.815,0.848,68.36,25.44,,,71.48
151,Y862,AQ (Day4),1,5/5/2022,9:57,am,Raul,MWM Cohort 128 videos\Test 16662.szv,88,30,20.676,6.869,0.235,0.229,0.031,0.222,0.695,0.55,61.17,16.5,,,61.6
152,Y862,AQ (Day4),2,5/5/2022,10:00,am,Raul,MWM Cohort 128 videos\Test 16663.szv,5.1,10.2,0.835,1.787,0.164,0.175,0.848,0.674,0.493,0.692,2.35,6.83,0.795,0.645,3.07
154,3274,AQ (Day4),1,5/5/2022,10:08,am,Raul,MWM Cohort 128 videos\Test 16665.szv,87.5,30,15.144,5.224,0.173,0.174,0.084,0.094,0.75,0.784,65.66,23.53,,,65.99
155,3274,AQ (Day4),2,5/5/2022,10:11,am,Raul,MWM Cohort 128 videos\Test 16666.szv,83.4,30,13.016,5.533,0.156,0.184,0.035,0.134,0.656,0.777,54.68,23.31,,,56.96
157,3275,AQ (Day4),1,5/5/2022,10:18,am,Raul,MWM Cohort 128 videos\Test 16668.szv,88.2,30,18.317,6.718,0.208,0.224,0.057,0.216,0.707,0.583,62.38,17.49,,,62.61
158,3275,AQ (Day4),2,5/5/2022,10:20,am,Raul,MWM Cohort 128 videos\Test 16669.szv,85.4,30,16.499,5.316,0.193,0.177,0.07,0.133,0.656,0.583,56,17.49,,,56.7
160,3278,AQ (Day4),1,5/5/2022,10:27,am,Raul,MWM Cohort 128 videos\Test 16671.szv,87.5,30,13.469,3.102,0.154,0.103,0.074,0.492,0.736,0.642,64.39,19.25,,,64.58
161,3278,AQ (Day4),2,5/5/2022,10:29,am,Raul,MWM Cohort 128 videos\Test 16672.szv,83.7,30,18.505,6.181,0.221,0.206,0.066,0.178,0.735,0.724,61.49,21.71,,,63.43
163,3279,AQ (Day4),1,5/5/2022,10:36,am,Raul,MWM Cohort 128 videos\Test 16674.szv,14.1,16.1,3.354,3.696,0.239,0.23,0.117,0.127,0.694,0.657,9.52,10.32,0.096,0.117,9.9
164,3279,AQ (Day4),2,5/5/2022,10:37,am,Raul,MWM Cohort 128 videos\Test 16675.szv,85.2,30,20.078,8.303,0.236,0.277,0.039,0.025,0.677,0.684,57.71,20.53,,,58.8
166,3280,AQ (Day4),1,5/5/2022,10:44,am,Raul,MWM Cohort 128 videos\Test 16677.szv,87.9,30,19.753,7.066,0.225,0.236,0.028,0.213,0.775,0.748,68.15,22.45,,,68.46
167,3280,AQ (Day4),2,5/5/2022,10:47,am,Raul,MWM Cohort 128 videos\Test 16678.szv,85.2,30,18.338,6.324,0.215,0.211,0.073,0.132,0.669,0.772,56.96,23.16,,,58.27
169,Y863,AQ (Day4),1,5/5/2022,10:53,am,Raul,MWM Cohort 128 videos\Test 16680.szv,87.9,30,19.377,7.31,0.22,0.244,0.074,0.199,0.672,0.685,59.06,20.55,,,59.33
170,Y863,AQ (Day4),2,5/5/2022,10:56,am,Raul,MWM Cohort 128 videos\Test 16681.szv,74.9,30,12.94,6.129,0.173,0.204,0.025,0.15,0.648,0.682,48.32,20.41,0.019,0.946,47.97
172,Y864,AQ (Day4),1,5/5/2022,11:02,am,Raul,MWM Cohort 128 videos\Test 16683.szv,20.2,22.4,3.981,4.232,0.198,0.189,0.13,0.127,0.601,0.585,11.9,12.88,0.106,0.107,12.32
173,Y864,AQ (Day4),2,5/5/2022,11:03,am,Raul,MWM Cohort 128 videos\Test 16684.szv,2.3,7.2,0.415,1.462,0.184,0.204,0.831,0.711,0.136,0.459,0.26,3.12,0.73,0.678,0.77
175,Y865,AQ (Day4),1,5/5/2022,11:06,am,Raul,MWM Cohort 128 videos\Test 16686.szv,15.1,17,4.231,4.789,0.281,0.282,0.189,0.098,0.786,0.757,11.6,12.6,0.184,0.091,12.25
176,Y865,AQ (Day4),2,5/5/2022,11:07,am,Raul,MWM Cohort 128 videos\Test 16687.szv,5,9.7,0.907,2.154,0.183,0.223,0.409,0.538,0.208,0.512,0.96,4.77,0.336,0.497,2.2
178,3282,AQ (Day4),1,5/5/2022,11:13,am,Raul,MWM Cohort 128 videos\Test 16689.szv,88.3,30,18.732,8.542,0.212,0.285,0.057,0.135,0.856,0.784,75.62,23.53,,,75.71
179,3282,AQ (Day4),2,5/5/2022,11:15,am,Raul,MWM Cohort 128 videos\Test 16690.szv,0.2,5.4,0.104,1.356,0.521,0.25,0.454,0.82,0,0.737,0,3.74,,0.828,1.26
181,3284,AQ (Day4),1,5/5/2022,11:20,am,Raul,MWM Cohort 128 videos\Test 16692.szv,23,25.1,6.613,7.064,0.288,0.281,0.09,0.075,0.781,0.758,17.7,18.79,0.084,0.069,18.35
182,3284,AQ (Day4),2,5/5/2022,11:21,am,Raul,MWM Cohort 128 videos\Test 16693.szv,85.3,30,18.939,7.903,0.222,0.263,0.035,0.119,0.702,0.659,59.9,19.76,,,60.74
184,3285,AQ (Day4),1,5/5/2022,11:27,am,Raul,MWM Cohort 128 videos\Test 16695.szv,87.6,30,22.746,8.249,0.26,0.275,0.021,0.158,0.791,0.83,69.27,24.91,,,69.97
185,3285,AQ (Day4),2,5/5/2022,11:29,am,Raul,MWM Cohort 128 videos\Test 16696.szv,84.8,30,18.108,6.618,0.214,0.221,0.066,0.132,0.809,0.723,68.57,21.7,,,69.25
187,3286,AQ (Day4),1,5/5/2022,11:35,am,Raul,MWM Cohort 128 videos\Test 16698.szv,0.2,2.5,0,0.306,0,0.121,,0.992,0,0.184,0,0.41,,0.949,-0.03
188,3286,AQ (Day4),2,5/5/2022,11:36,am,Raul,MWM Cohort 128 videos\Test 16699.szv,2.6,9.6,0.642,2.172,0.247,0.225,0.962,0.496,0.288,0.609,0.66,5.66,0.88,0.476,3.24
190,3288,AQ (Day4),1,5/5/2022,11:40,am,Raul,MWM Cohort 128 videos\Test 16701.szv,88,30,22.164,9.106,0.252,0.304,0.05,0.04,0.665,0.646,58.49,19.39,,,59.04
191,3288,AQ (Day4),2,5/5/2022,11:43,am,Raul,MWM Cohort 128 videos\Test 16702.szv,84.7,30,17.638,7.153,0.208,0.238,0.03,0.113,0.745,0.825,63.12,24.76,,,65.7
193,Y860,AQ (Day5),1,5/6/2022,9:58,am,Raul,MWM Cohort 128 videos\Test 16746.szv,25.2,30,3.54,4.38,0.14,0.146,0.112,0.273,0.563,0.569,13.99,17.07,0.089,,13.46
194,Y860,AQ (Day5),2,5/6/2022,9:59,am,Raul,MWM Cohort 128 videos\Test 16747.szv,6.6,12.7,1.175,2.613,0.178,0.206,0.571,0.427,0.497,0.542,3.11,6.69,0.547,0.394,4.09
195,Y860,AQ (Day5),3,5/6/2022,10:00,am,Raul,MWM Cohort 128 videos\Test 16748.szv,30.6,30,5.713,5.912,0.187,0.197,0.025,0.094,0.592,0.599,17.91,17.96,0.025,,17.93
196,Y861,AQ (Day5),1,5/6/2022,10:02,am,Raul,MWM Cohort 128 videos\Test 16749.szv,81.7,30,13.419,5.461,0.164,0.182,0.12,0.014,0.893,0.832,72.97,24.95,,,78.19
197,Y861,AQ (Day5),2,5/6/2022,10:05,am,Raul,MWM Cohort 128 videos\Test 16750.szv,82.2,30,9.782,5.167,0.119,0.172,0.153,0.011,0.875,0.853,71.96,25.58,,,73.87
198,Y861,AQ (Day5),3,5/6/2022,10:07,am,Raul,MWM Cohort 128 videos\Test 16751.szv,85.6,30,5.991,2.767,0.07,0.092,0.044,0.58,0.857,0.998,73.37,29.95,,,73.81
199,Y862,AQ (Day5),1,5/6/2022,10:11,am,Raul,MWM Cohort 128 videos\Test 16752.szv,27.4,30,6.585,7.102,0.24,0.237,0.066,0.192,0.584,0.641,15.81,19.22,0.052,,16.74
200,Y862,AQ (Day5),2,5/6/2022,10:12,am,Raul,MWM Cohort 128 videos\Test 16753.szv,2.1,6.5,0.533,1.709,0.254,0.262,1.006,0.634,0.219,0.627,0.39,3.87,0.902,0.62,1.83
201,Y862,AQ (Day5),3,5/6/2022,10:13,am,Raul,MWM Cohort 128 videos\Test 16754.szv,0.5,2.8,0.078,0.6,0.17,0.217,0.806,0.986,0.019,0.349,0,0.84,0.192,0.975,0.12
202,3274,AQ (Day5),1,5/6/2022,10:15,am,Raul,MWM Cohort 128 videos\Test 16755.szv,3.8,9.7,0.544,1.764,0.143,0.181,0.831,0.66,0.226,0.513,0.79,4.81,0.69,0.617,1.63
203,3274,AQ (Day5),2,5/6/2022,10:16,am,Raul,MWM Cohort 128 videos\Test 16756.szv,57.5,30,10.328,6.025,0.18,0.201,0.104,0.119,0.628,0.63,35.95,18.91,0.099,,37.99
204,3274,AQ (Day5),3,5/6/2022,10:18,am,Raul,MWM Cohort 128 videos\Test 16757.szv,33,30,5.961,5.156,0.181,0.172,0.067,0.137,0.593,0.586,19.38,17.59,0.059,,19.81
205,3275,AQ (Day5),1,5/6/2022,10:21,am,Raul,MWM Cohort 128 videos\Test 16758.szv,4.5,4.5,1.134,1.134,0.255,0.255,0.964,0.964,0.622,0.622,2.55,2.55,0.953,0.953,0.27
206,3275,AQ (Day5),2,5/6/2022,10:22,am,Raul,MWM Cohort 128 videos\Test 16759.szv,5.3,9.5,1.338,2.487,0.254,0.263,0.469,0.42,0.567,0.597,2.79,5.45,0.493,0.389,3.69
207,3275,AQ (Day5),3,5/6/2022,10:23,am,Raul,MWM Cohort 128 videos\Test 16760.szv,87.5,30,19.093,7.785,0.218,0.259,0.035,0.103,0.59,0.575,51.62,17.26,,,51.8
208,3278,AQ (Day5),1,5/6/2022,10:27,am,Raul,MWM Cohort 128 videos\Test 16761.szv,12.8,21.2,0.828,1.649,0.065,0.078,0.646,0.693,0.369,0.486,4.61,10.16,0.57,0.66,2.24
209,3278,AQ (Day5),2,5/6/2022,10:28,am,Raul,MWM Cohort 128 videos\Test 16762.szv,7.4,14.8,1.05,1.771,0.142,0.119,0.388,0.4,0.271,0.502,2.01,7.45,,,3.62
210,3278,AQ (Day5),3,5/6/2022,10:29,am,Raul,MWM Cohort 128 videos\Test 16763.szv,85.3,30,16.121,6.053,0.189,0.202,0.032,0.234,0.695,0.62,59.29,18.6,,,60.19
211,3279,AQ (Day5),1,5/6/2022,10:34,am,Raul,MWM Cohort 128 videos\Test 16764.szv,1.3,5.8,0.116,1.153,0.089,0.198,1.602,0.909,0.07,0.535,0.07,2.93,0.618,0.85,0.31
212,3279,AQ (Day5),2,5/6/2022,10:34,am,Raul,MWM Cohort 128 videos\Test 16765.szv,19,23.2,5.433,6.22,0.286,0.268,0.125,0.163,0.546,0.591,10.19,13.51,0.106,0.153,11.77
213,3279,AQ (Day5),3,5/6/2022,10:35,am,Raul,MWM Cohort 128 videos\Test 16766.szv,87.6,30,18.38,6.934,0.21,0.231,0.049,0.058,0.699,0.627,61.2,18.8,,,61.34
214,3280,AQ (Day5),1,5/6/2022,10:39,am,Raul,MWM Cohort 128 videos\Test 16767.szv,33.5,30,8.963,8.435,0.268,0.281,0.088,0.071,0.542,0.553,17.95,16.58,0.08,,18.83
215,3280,AQ (Day5),2,5/6/2022,10:41,am,Raul,MWM Cohort 128 videos\Test 16768.szv,85.7,30,19.124,7.319,0.223,0.244,0.061,0.123,0.771,0.81,66.11,24.3,,,66.92
216,3280,AQ (Day5),3,5/6/2022,10:43,am,Raul,MWM Cohort 128 videos\Test 16769.szv,44.7,30,10.874,7.333,0.243,0.244,0.042,0.156,0.586,0.568,25.97,17.04,0.033,,26.32
217,Y863,AQ (Day5),1,5/6/2022,10:46,am,Raul,MWM Cohort 128 videos\Test 16770.szv,32.3,30,6.62,6.304,0.205,0.21,0.131,0.117,0.535,0.652,17.07,19.55,0.114,,19.33
218,Y863,AQ (Day5),2,5/6/2022,10:47,am,Raul,MWM Cohort 128 videos\Test 16771.szv,14.3,18.7,3.129,3.971,0.219,0.212,0.123,0.274,0.58,0.59,8.1,10.83,0.081,0.243,8.58
219,Y863,AQ (Day5),3,5/6/2022,10:48,am,Raul,MWM Cohort 128 videos\Test 16772.szv,87.2,30,19.523,6.585,0.224,0.22,0.045,0.198,0.636,0.673,55.44,20.19,,,56.21
220,Y864,AQ (Day5),1,5/6/2022,10:52,am,Raul,MWM Cohort 128 videos\Test 16773.szv,3.4,10,0.322,1.249,0.095,0.124,1.129,0.86,0.137,0.475,0.42,4.6,0.821,0.852,0.02
221,Y864,AQ (Day5),2,5/6/2022,10:53,am,Raul,MWM Cohort 128 videos\Test 16774.szv,84.1,30,19.194,6.106,0.228,0.204,0.033,0.112,0.601,0.641,50.52,19.23,,,52.78
222,Y864,AQ (Day5),3,5/6/2022,10:55,am,Raul,MWM Cohort 128 videos\Test 16775.szv,22.1,25.1,4.622,4.764,0.209,0.19,0.116,0.123,0.513,0.507,11.17,12.55,0.096,0.105,11.88
223,Y865,AQ (Day5),1,5/6/2022,10:58,am,Raul,MWM Cohort 128 videos\Test 16776.szv,85.4,30,17.933,7.054,0.21,0.235,0.053,0.116,0.675,0.586,57.67,17.59,,,57.64
224,Y865,AQ (Day5),2,5/6/2022,11:00,am,Raul,MWM Cohort 128 videos\Test 16777.szv,7.5,12,1.854,2.96,0.247,0.246,0.632,0.368,0.614,0.761,4.41,8.89,0.635,0.341,6.81
225,Y865,AQ (Day5),3,5/6/2022,11:01,am,Raul,MWM Cohort 128 videos\Test 16778.szv,39.6,30,9.621,6.735,0.243,0.225,0.041,0.021,0.589,0.549,23.13,16.48,0.037,,23.64
226,3282,AQ (Day5),1,5/6/2022,11:04,am,Raul,MWM Cohort 128 videos\Test 16779.szv,12.5,17.1,3.917,5.43,0.313,0.317,0.08,0.223,0.756,0.726,9.21,12.18,0.083,0.206,10.17
227,3282,AQ (Day5),2,5/6/2022,11:05,am,Raul,MWM Cohort 128 videos\Test 16780.szv,10.6,14.6,3.018,4.149,0.285,0.284,0.133,0.255,0.717,0.686,7.37,9.8,0.117,0.242,8.01
228,3282,AQ (Day5),3,5/6/2022,11:06,am,Raul,MWM Cohort 128 videos\Test 16781.szv,87.5,30,18.132,7.701,0.207,0.257,0.059,0.013,0.766,0.754,67.05,22.63,,,67.58
229,3284,AQ (Day5),1,5/6/2022,11:10,am,Raul,MWM Cohort 128 videos\Test 16782.szv,84.9,30,18.681,8.535,0.22,0.285,0.077,0.175,0.634,0.573,53.85,17.2,,,54.32
230,3284,AQ (Day5),2,5/6/2022,11:12,am,Raul,MWM Cohort 128 videos\Test 16783.szv,9.3,14.1,1.685,2.741,0.181,0.194,0.617,0.406,0.813,0.828,7.29,11.4,0.592,0.377,8.63
231,3284,AQ (Day5),3,5/6/2022,11:13,am,Raul,MWM Cohort 128 videos\Test 16784.szv,26.5,29.2,6.161,6.657,0.232,0.228,0.088,0.089,0.672,0.659,17.46,18.9,0.087,0.089,18.12
232,3285,AQ (Day5),1,5/6/2022,11:16,am,Raul,MWM Cohort 128 videos\Test 16785.szv,84.4,30,18.852,8.013,0.223,0.267,0.037,0.163,0.779,0.718,65.78,21.54,,,66.47
233,3285,AQ (Day5),2,5/6/2022,11:18,am,Raul,MWM Cohort 128 videos\Test 16786.szv,84.6,30,16.73,6.591,0.198,0.22,0.005,0.219,0.705,0.839,59.64,25.16,,,61.56
234,3285,AQ (Day5),3,5/6/2022,11:20,am,Raul,MWM Cohort 128 videos\Test 16787.szv,87.2,30,12.016,3.853,0.138,0.128,0.114,0.108,0.725,0.591,63.21,17.74,,,63.08
235,3286,AQ (Day5),1,5/6/2022,11:24,am,Raul,MWM Cohort 128 videos\Test 16788.szv,59.8,30,9.609,4.84,0.161,0.161,0.029,0.302,0.78,0.707,46.36,21.22,0.018,,46.97
236,3286,AQ (Day5),2,5/6/2022,11:26,am,Raul,MWM Cohort 128 videos\Test 16789.szv,13.8,19.1,2.878,3.729,0.209,0.196,0.262,0.302,0.489,0.57,6.56,10.68,0.227,0.277,7.97
237,3286,AQ (Day5),3,5/6/2022,11:27,am,Raul,MWM Cohort 128 videos\Test 16790.szv,13.5,16.6,2.854,3.367,0.212,0.203,0.278,0.198,0.805,0.766,10.56,12.43,0.26,0.177,11.53
238,3288,AQ (Day5),1,5/6/2022,11:30,am,Raul,MWM Cohort 128 videos\Test 16791.szv,29.4,30,8.241,8.835,0.28,0.294,0.014,0.083,0.533,0.578,15.5,17.34,0.011,,15.89
239,3288,AQ (Day5),2,5/6/2022,11:31,am,Raul,MWM Cohort 128 videos\Test 16792.szv,2.9,7.1,0.787,1.907,0.275,0.27,0.913,0.591,0.313,0.666,0.79,4.48,0.815,0.537,2.58
240,3288,AQ (Day5),3,5/6/2022,11:32,am,Raul,MWM Cohort 128 videos\Test 16793.szv,15.5,17.7,3.717,4.089,0.24,0.231,0.127,0.14,0.424,0.431,6.42,7.47,0.128,0.13,6.82
241,Y860,AQ (Day6),1,5/7/2022,9:46,am,Raul,MWM Cohort 128 videos\Test 16836.szv,63.4,30,10.182,4.498,0.161,0.15,0.035,0.278,0.55,0.448,34.86,13.44,,,35.01
242,Y860,AQ (Day6),2,5/7/2022,9:48,am,Raul,MWM Cohort 128 videos\Test 16837.szv,3.7,6.4,0.481,0.894,0.131,0.14,0.853,0.554,0.23,0.306,0.77,1.85,0.837,0.514,1.09
244,Y861,AQ (Day6),1,5/7/2022,9:52,am,Raul,MWM Cohort 128 videos\Test 16839.szv,85.7,30,16.946,7.625,0.198,0.254,0.042,0.212,0.834,0.86,71.5,25.81,,,74
245,Y861,AQ (Day6),2,5/7/2022,9:54,am,Raul,MWM Cohort 128 videos\Test 16840.szv,86.8,30,8.697,2.983,0.1,0.099,0.179,0.229,0.627,0.498,54.47,14.93,,,54.81
247,Y862,AQ (Day6),1,5/7/2022,10:00,am,Raul,MWM Cohort 128 videos\Test 16842.szv,0.7,2.9,0.176,0.581,0.267,0.203,0.718,0.95,0.045,0.304,0.01,0.76,0.448,0.946,0.06
248,Y862,AQ (Day6),2,5/7/2022,10:01,am,Raul,MWM Cohort 128 videos\Test 16843.szv,14.4,16.3,3.751,4.19,0.261,0.257,0.164,0.122,0.664,0.643,9.33,10.25,0.16,0.11,9.83
250,3274,AQ (Day6),1,5/7/2022,10:04,am,Raul,MWM Cohort 128 videos\Test 16845.szv,10.4,13.6,2,2.463,0.192,0.181,0.234,0.247,0.709,0.654,7.14,8.68,0.231,0.24,7.71
251,3274,AQ (Day6),2,5/7/2022,10:05,am,Raul,MWM Cohort 128 videos\Test 16846.szv,41.1,30,8.618,6.225,0.21,0.208,0.036,0.048,0.507,0.521,20.67,15.64,0.026,,21.1
253,3275,AQ (Day6),1,5/7/2022,10:10,am,Raul,MWM Cohort 128 videos\Test 16848.szv,36.9,30,8.166,6.702,0.221,0.223,0.049,0.093,0.553,0.539,20.21,16.16,0.041,,20.47
254,3275,AQ (Day6),2,5/7/2022,10:11,am,Raul,MWM Cohort 128 videos\Test 16849.szv,17.8,19.8,3.467,3.823,0.195,0.193,0.058,0.134,0.618,0.588,10.81,11.47,0.033,0.12,10.9
256,3278,AQ (Day6),1,5/7/2022,10:16,am,Raul,MWM Cohort 128 videos\Test 16851.szv,29,30,2.412,2.18,0.083,0.073,0.124,0.523,0.304,0.316,8.74,9.49,0.087,,8.57
257,3278,AQ (Day6),2,5/7/2022,10:17,am,Raul,MWM Cohort 128 videos\Test 16852.szv,86.1,30,15.709,5.638,0.182,0.188,0.06,0.282,0.697,0.641,60,19.22,,,61.12
259,3279,AQ (Day6),1,5/7/2022,10:22,am,Raul,MWM Cohort 128 videos\Test 16854.szv,1,3.3,0.182,0.61,0.188,0.187,0.993,0.923,0.067,0.317,0.04,0.93,0.752,0.9,0.15
260,3279,AQ (Day6),2,5/7/2022,10:23,am,Raul,MWM Cohort 128 videos\Test 16855.szv,9.9,12.2,3.022,3.438,0.306,0.282,0.206,0.177,0.654,0.627,6.24,7.42,0.179,0.155,6.9
262,3280,AQ (Day6),1,5/7/2022,10:28,am,Raul,MWM Cohort 128 videos\Test 16857.szv,70.4,30,15,6.768,0.213,0.226,0.018,0.02,0.72,0.667,50.47,20.02,0.012,,50.68
263,3280,AQ (Day6),2,5/7/2022,10:30,am,Raul,MWM Cohort 128 videos\Test 16858.szv,88.1,30,20.725,7.198,0.235,0.24,0.026,0.034,0.626,0.572,55.13,17.15,,,55.55
265,Y863,AQ (Day6),1,5/7/2022,10:36,am,Raul,MWM Cohort 128 videos\Test 16860.szv,10.3,12.9,2.597,3.178,0.252,0.246,0.269,0.199,0.712,0.688,7.02,8.57,0.259,0.18,7.91
266,Y863,AQ (Day6),2,5/7/2022,10:37,am,Raul,MWM Cohort 128 videos\Test 16861.szv,19.3,21.1,4.322,4.585,0.224,0.217,0.066,0.097,0.532,0.514,10.1,10.69,0.054,0.087,10.31
268,Y864,AQ (Day6),1,5/7/2022,10:42,am,Raul,MWM Cohort 128 videos\Test 16863.szv,2.7,6,0.333,0.739,0.125,0.124,0.76,0.838,0.086,0.266,0.2,1.5,0.586,0.764,0.22
269,Y864,AQ (Day6),2,5/7/2022,10:43,am,Raul,MWM Cohort 128 videos\Test 16864.szv,13.4,16.2,2.201,2.689,0.165,0.166,0.145,0.193,0.467,0.44,6.07,6.96,0.113,0.172,6.3
271,Y865,AQ (Day6),1,5/7/2022,10:47,am,Raul,MWM Cohort 128 videos\Test 16866.szv,32.7,30,7.447,6.882,0.228,0.229,0.05,0.216,0.648,0.651,20.99,19.54,0.041,,21.27
272,Y865,AQ (Day6),2,5/7/2022,10:49,am,Raul,MWM Cohort 128 videos\Test 16867.szv,16,18.2,3.341,3.608,0.209,0.199,0.187,0.149,0.439,0.449,6.87,8,0.171,0.136,7.39
274,3282,AQ (Day6),1,5/7/2022,10:53,am,Raul,MWM Cohort 128 videos\Test 16869.szv,87.6,30,22.142,9.268,0.253,0.309,0.016,0.083,0.703,0.627,61.6,18.8,,,62.29
275,3282,AQ (Day6),2,5/7/2022,10:56,am,Raul,MWM Cohort 128 videos\Test 16870.szv,1.3,3.2,0.385,0.553,0.297,0.173,0.861,0.968,0.116,0.303,0.11,0.86,0.704,0.94,0.17
277,3284,AQ (Day6),1,5/7/2022,11:00,am,Raul,MWM Cohort 128 videos\Test 16872.szv,44.6,30,12.409,8.742,0.278,0.291,0.055,0.068,0.729,0.76,32.23,22.79,0.05,,32.94
278,3284,AQ (Day6),2,5/7/2022,11:02,am,Raul,MWM Cohort 128 videos\Test 16873.szv,1.1,3.1,0.19,0.451,0.18,0.148,0.888,0.979,0.072,0.264,0.05,0.72,0.595,0.894,0.14
280,3285,AQ (Day6),1,5/7/2022,11:06,am,Raul,MWM Cohort 128 videos\Test 16875.szv,87.2,30,19.93,6.975,0.229,0.232,0.022,0.127,0.708,0.633,61.75,18.98,,,62.19
281,3285,AQ (Day6),2,5/7/2022,11:09,am,Raul,MWM Cohort 128 videos\Test 16876.szv,85,30,14.722,4.5,0.173,0.15,0.028,0.344,0.752,0.692,63.87,20.75,0.027,,64.33
283,3286,AQ (Day6),1,5/7/2022,11:14,am,Raul,MWM Cohort 128 videos\Test 16878.szv,6.2,9.4,1.382,2.129,0.223,0.226,0.478,0.314,0.567,0.573,3.33,5.2,0.47,0.296,4.33
284,3286,AQ (Day6),2,5/7/2022,11:16,am,Raul,MWM Cohort 128 videos\Test 16879.szv,0.4,2.7,0.09,0.471,0.226,0.173,0.904,0.967,0.011,0.265,0,0.63,0.999,0.928,0.12
286,3288,AQ (Day6),1,5/7/2022,11:19,am,Raul,MWM Cohort 128 videos\Test 16881.szv,27.6,29.4,7.75,8.096,0.281,0.276,0.017,0.059,0.588,0.57,16.01,16.55,0.013,0.055,16.16
287,3288,AQ (Day6),2,5/7/2022,11:21,am,Raul,MWM Cohort 128 videos\Test 16882.szv,4.4,6.4,0.875,1.037,0.2,0.162,0.353,0.455,0.198,0.274,0.8,1.65,0.364,0.463,0.94
289,Y860,AQ (Day7),1,5/8/2022,10:19,am,Raul,MWM Cohort 128 videos\Test 16926.szv,16.3,19.1,1.812,2.171,0.111,0.114,0.216,0.243,0.325,0.329,5.17,6.15,0.157,0.207,5.26
290,Y860,AQ (Day7),2,5/8/2022,10:20,am,Raul,MWM Cohort 128 videos\Test 16927.szv,10,13.7,1.837,2.089,0.184,0.153,0.209,0.316,0.383,0.394,3.69,5.25,0.173,0.28,4.12
291,Y860,AQ (Day7),3,5/8/2022,10:21,am,Raul,MWM Cohort 128 videos\Test 16928.szv,2,8.3,0.484,1.77,0.242,0.212,0.818,0.612,0.181,0.509,0.31,4.07,0.736,0.571,1.73
292,Y861,AQ (Day7),1,5/8/2022,10:23,am,Raul,MWM Cohort 128 videos\Test 16929.szv,87.3,30,17.57,6.31,0.201,0.21,0.07,0.174,0.704,0.669,61.49,20.08,,,62.14
293,Y861,AQ (Day7),2,5/8/2022,10:25,am,Raul,MWM Cohort 128 videos\Test 16930.szv,86.5,30,11.952,5.497,0.138,0.183,0.035,0.166,0.717,0.684,62.03,20.53,,,62.13
294,Y861,AQ (Day7),3,5/8/2022,10:28,am,Raul,MWM Cohort 128 videos\Test 16931.szv,83.4,30,9.115,3.12,0.109,0.104,0.118,0.293,0.907,1.095,75.61,32.86,,,77.57
295,Y862,AQ (Day7),1,5/8/2022,10:31,am,Raul,MWM Cohort 128 videos\Test 16932.szv,20.6,23.5,2.814,3.106,0.137,0.132,0.187,0.181,0.435,0.438,8.81,10.14,0.167,0.164,9.14
296,Y862,AQ (Day7),2,5/8/2022,10:32,am,Raul,MWM Cohort 128 videos\Test 16933.szv,1.6,4.9,0.233,0.702,0.147,0.144,0.831,0.898,0.086,0.296,0.11,1.34,0.684,0.846,0.14
