Test,Animal,Stage,Trial,Date,Time,Time of day,User,Recorded video file,AQ TRR to End of Test; Duration (s),Base; Duration (s),AQ TRR to End of Test; Distance (m),Base; Distance (m),AQ TRR to End of Test; Mean speed (m/s),Base; Mean speed (m/s),AQ TRR to End of Test; Path efficiency,Base; Path efficiency,AQ TRR to End of Test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ TRR to End of Test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ TRR to End of Test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s)
148,3235,AQ (Day3),1,1/12/2022,10:40,am,Liam,MWM Cohort 126 videos\Test 148.szv,30.8,30,3.898,3.622,0.127,0.121,0.188,0.351,0.542,0.747,16.52,22.42,0.174,,18.86
149,3235,AQ (Day3),2,1/12/2022,10:42,am,Liam,MWM Cohort 126 videos\Test 149.szv,44.8,30,5.716,4.713,0.128,0.157,0.11,0.306,0.72,0.665,31.98,19.95,0.111,,32.95
150,3235,AQ (Day3),3,1/12/2022,10:44,am,Liam,MWM Cohort 126 videos\Test 150.szv,1.9,8.9,0.329,1.451,0.173,0.163,0.825,0.683,0.129,0.539,0.2,4.62,0.765,0.667,1.65
151,3237,AQ (Day3),1,1/12/2022,11:00,am,Liam,MWM Cohort 126 videos\Test 151.szv,82.7,30,15.808,7.608,0.191,0.254,0.046,0.196,0.789,0.724,64.99,21.71,0.041,,66.55
152,3237,AQ (Day3),2,1/12/2022,11:03,am,Liam,MWM Cohort 126 videos\Test 152.szv,87.8,30,16.348,6.379,0.186,0.213,0.032,0.242,0.816,0.719,71.6,21.58,,,71.8
153,3237,AQ (Day3),3,1/12/2022,11:06,am,Liam,MWM Cohort 126 videos\Test 153.szv,9.6,14.9,1.924,2.846,0.201,0.191,0.395,0.376,0.585,0.71,5.42,10.34,0.383,0.36,7.54
154,3238,AQ (Day3),1,1/12/2022,11:10,am,Liam,MWM Cohort 126 videos\Test 154.szv,4.6,4.6,1.178,1.178,0.257,0.257,0.905,0.905,0.593,0.593,2.52,2.52,0.864,0.864,0.59
155,3238,AQ (Day3),2,1/12/2022,11:11,am,Liam,MWM Cohort 126 videos\Test 155.szv,65.5,30,13.468,7.101,0.206,0.237,0.021,0.003,0.602,0.624,39.21,18.73,0.017,,39.38
156,3238,AQ (Day3),3,1/12/2022,11:14,am,Liam,MWM Cohort 126 videos\Test 156.szv,85.7,30,16.979,6.907,0.198,0.23,0.042,0.166,0.521,0.345,44.63,10.35,,,44.79
157,3239,AQ (Day3),1,1/12/2022,11:19,am,Liam,MWM Cohort 126 videos\Test 157.szv,84.3,30,17.802,5.783,0.211,0.193,0.046,0.228,0.72,0.66,60.71,19.8,,,60.59
158,3239,AQ (Day3),2,1/12/2022,11:25,am,Liam,MWM Cohort 126 videos\Test 158.szv,0.7,3.4,0.096,0.538,0.136,0.158,1.091,0.998,0.027,0.283,0.01,0.87,0.715,0.995,0.01
159,3239,AQ (Day3),3,1/12/2022,11:26,am,Liam,MWM Cohort 126 videos\Test 159.szv,84.2,30,13.335,5.968,0.158,0.199,0.018,0.215,0.694,0.803,58.45,24.1,,,60.25
160,3240,AQ (Day3),1,1/12/2022,11:31,am,Liam,MWM Cohort 126 videos\Test 160.szv,81.1,30,8.64,2.838,0.107,0.095,0.076,0.497,0.668,0.627,54.16,18.82,,,57.85
161,3240,AQ (Day3),2,1/12/2022,11:34,am,Liam,MWM Cohort 126 videos\Test 161.szv,85.6,30,10.552,3.33,0.123,0.111,0.008,0.371,0.606,0.534,51.86,16.01,,,53.52
162,3240,AQ (Day3),3,1/12/2022,11:36,am,Liam,MWM Cohort 126 videos\Test 162.szv,81.9,30,7.479,3.154,0.091,0.105,0.031,0.103,0.714,0.836,58.47,25.09,,,60.3
163,3241,AQ (Day3),1,1/12/2022,11:42,am,Liam,MWM Cohort 126 videos\Test 163.szv,9.8,15.1,2.275,3.157,0.233,0.21,0.15,0.333,0.407,0.541,3.84,7.97,0.118,0.318,5.49
164,3241,AQ (Day3),2,1/12/2022,11:44,am,Liam,MWM Cohort 126 videos\Test 164.szv,13.1,15.5,2.751,3.195,0.21,0.206,0.076,0.161,0.582,0.536,7.44,8.14,0.05,0.145,7.6
165,3241,AQ (Day3),3,1/12/2022,11:46,am,Liam,MWM Cohort 126 videos\Test 165.szv,15,19.5,2.69,3.607,0.18,0.185,0.354,0.261,0.508,0.559,7.42,10.69,0.349,0.242,8.62
166,3242,AQ (Day3),1,1/12/2022,11:49,am,Liam,MWM Cohort 126 videos\Test 166.szv,26.5,30,0.981,1.087,0.037,0.036,0.749,1.066,0.279,0.457,7.29,13.7,0.715,,0.36
167,3242,AQ (Day3),2,1/12/2022,11:51,am,Liam,MWM Cohort 126 videos\Test 167.szv,19.2,23.3,2.829,3.038,0.148,0.131,0.224,0.188,0.526,0.535,9.91,12.26,0.195,0.164,11.26
168,3242,AQ (Day3),3,1/12/2022,11:53,am,Liam,MWM Cohort 126 videos\Test 168.szv,82.1,30,14.796,6.371,0.18,0.212,0.098,0.232,0.626,0.712,51.38,21.35,,,56.06
169,3243,AQ (Day3),1,1/12/2022,11:58,am,Liam,MWM Cohort 126 videos\Test 169.szv,52.2,30,13.351,7.591,0.256,0.253,0.058,0.176,0.717,0.746,37.2,22.37,0.054,,38.12
170,3243,AQ (Day3),2,1/12/2022,12:00,pm,Liam,MWM Cohort 126 videos\Test 170.szv,21.5,23.4,5.557,6.094,0.258,0.26,0.041,0.098,0.585,0.565,12.42,13.06,0.016,0.081,12.57
171,3243,AQ (Day3),3,1/12/2022,12:02,pm,Liam,MWM Cohort 126 videos\Test 171.szv,56.5,30,15.559,7.781,0.275,0.259,0.019,0.175,0.734,0.754,41.21,22.61,0.017,,41.74
172,3247,AQ (Day3),1,1/12/2022,12:07,pm,Liam,MWM Cohort 126 videos\Test 172.szv,84.6,30,23.872,9.541,0.282,0.318,0.015,0.142,0.719,0.564,60.61,16.93,0.011,,60.99
173,3247,AQ (Day3),2,1/12/2022,12:10,pm,Liam,MWM Cohort 126 videos\Test 173.szv,15.4,17.3,4.26,4.579,0.277,0.265,0.16,0.115,0.702,0.684,10.57,11.61,0.154,0.11,11.11
174,3247,AQ (Day3),3,1/12/2022,12:12,pm,Liam,MWM Cohort 126 videos\Test 174.szv,4.2,8.1,1.216,2.273,0.292,0.282,0.79,0.471,0.482,0.699,1.85,5.41,0.818,0.433,3.63
175,Y839,AQ (Day3),1,1/12/2022,12:16,pm,Liam,MWM Cohort 126 videos\Test 175.szv,73.7,30,14.352,6.134,0.195,0.204,0.055,0.03,0.701,0.789,51.41,23.66,0.051,,52.97
176,Y839,AQ (Day3),2,1/12/2022,12:18,pm,Liam,MWM Cohort 126 videos\Test 176.szv,40.7,30,9.385,6.663,0.231,0.222,0.079,0.105,0.768,0.813,31.04,24.39,0.071,,31.74
177,Y839,AQ (Day3),3,1/12/2022,12:20,pm,Liam,MWM Cohort 126 videos\Test 177.szv,51.8,30,11.501,6.662,0.222,0.222,0.037,0.144,0.565,0.516,29.08,15.49,0.035,,29.84
178,Y840,AQ (Day3),1,1/12/2022,12:24,pm,Liam,MWM Cohort 126 videos\Test 178.szv,49.2,30,8.346,5.732,0.17,0.191,0.105,0.018,0.621,0.68,30.34,20.4,0.104,,32.27
179,Y840,AQ (Day3),2,1/12/2022,12:27,pm,Liam,MWM Cohort 126 videos\Test 179.szv,11.1,13.6,2.27,2.342,0.205,0.172,0.199,0.227,0.303,0.334,3.26,4.43,0.182,0.212,3.7
180,Y840,AQ (Day3),3,1/12/2022,12:29,pm,Liam,MWM Cohort 126 videos\Test 180.szv,39.7,30,10.297,7.653,0.259,0.255,0.008,0.073,0.679,0.699,26.74,20.98,0.006,,28.07
181,Y841,AQ (Day3),1,1/12/2022,12:38,pm,Liam,MWM Cohort 126 videos\Test 181.szv,55.9,30,16.095,7.755,0.288,0.259,0.05,0.11,0.7,0.761,38.92,22.84,0.044,,40.64
182,Y841,AQ (Day3),2,1/12/2022,12:40,pm,Liam,MWM Cohort 126 videos\Test 182.szv,0.5,2.5,0,0.435,0,0.174,,0.972,0.012,0.26,0,0.57,0.407,0.974,0.02
183,Y841,AQ (Day3),3,1/12/2022,12:42,pm,Liam,MWM Cohort 126 videos\Test 183.szv,5.8,10.2,1.28,2.1,0.221,0.206,0.736,0.49,0.495,0.638,2.7,6.29,0.74,0.469,3.93
184,3249,AQ (Day3),1,1/12/2022,12:45,pm,Liam,MWM Cohort 126 videos\Test 184.szv,83.6,30,15.664,5.722,0.187,0.191,0.018,0.267,0.734,0.715,61.33,21.46,,,63.27
185,3249,AQ (Day3),2,1/12/2022,12:48,pm,Liam,MWM Cohort 126 videos\Test 185.szv,0.3,3.4,0,0.562,0,0.163,,0.991,0.016,0.284,0,0.88,,0.985,0.03
186,3249,AQ (Day3),3,1/12/2022,12:50,pm,Liam,MWM Cohort 126 videos\Test 186.szv,83.9,30,14.268,4.56,0.17,0.152,0.025,0.186,0.58,0.531,48.68,15.94,,,49.89
187,3251,AQ (Day3),1,1/12/2022,12:55,pm,Liam,MWM Cohort 126 videos\Test 187.szv,84.5,30,16.769,6.588,0.198,0.22,0.019,0.111,0.664,0.757,56.11,22.7,,,57.05
188,3251,AQ (Day3),2,1/12/2022,12:58,pm,Liam,MWM Cohort 126 videos\Test 188.szv,87.4,30,16.315,5.91,0.187,0.197,0.044,0.177,0.691,0.62,60.41,18.6,,,60.69
189,3251,AQ (Day3),3,1/12/2022,13:01,pm,Liam,MWM Cohort 126 videos\Test 189.szv,33.1,30,6.656,6.249,0.201,0.208,0.163,0.182,0.733,0.806,24.03,24.18,0.149,,25.52
190,3253,AQ (Day3),1,1/12/2022,13:05,pm,Liam,MWM Cohort 126 videos\Test 190.szv,9.7,13.9,2.338,3.405,0.241,0.245,0.334,0.316,0.65,0.666,6.09,9.03,0.308,0.293,6.94
191,3253,AQ (Day3),2,1/12/2022,13:06,pm,Liam,MWM Cohort 126 videos\Test 191.szv,19.7,21.8,5.172,5.627,0.263,0.258,0.021,0.099,0.603,0.576,11.7,12.39,0.021,0.088,11.9
192,3253,AQ (Day3),3,1/12/2022,13:08,pm,Liam,MWM Cohort 126 videos\Test 192.szv,17.4,21.7,4.745,6.029,0.273,0.278,0.146,0.186,0.532,0.585,9.09,12.51,0.117,0.17,10.55
193,3254,AQ (Day3),1,1/12/2022,13:14,pm,Liam,MWM Cohort 126 videos\Test 193.szv,31.3,30,7.424,7.377,0.238,0.246,0.094,0.104,0.654,0.747,20.24,22.41,0.094,,21.62
194,3254,AQ (Day3),2,1/12/2022,13:16,pm,Liam,MWM Cohort 126 videos\Test 194.szv,1.1,3.6,0.233,0.608,0.211,0.168,0.659,0.846,0.063,0.274,0.05,0.9,0.939,0.8,0.12
195,3254,AQ (Day3),3,1/12/2022,13:17,pm,Liam,MWM Cohort 126 videos\Test 195.szv,47.7,30,8.46,5.314,0.177,0.177,0.085,0.184,0.586,0.773,27.77,23.19,0.078,,29.35
196,3255,AQ (Day3),1,1/12/2022,13:21,pm,Liam,MWM Cohort 126 videos\Test 196.szv,50.1,30,12.379,8.012,0.247,0.267,0.013,0.158,0.686,0.681,34.18,20.42,0.008,,34.32
197,3255,AQ (Day3),2,1/12/2022,13:24,pm,Liam,MWM Cohort 126 videos\Test 197.szv,7.6,9.7,2.125,2.75,0.281,0.284,0.331,0.207,0.548,0.545,3.97,5.09,0.307,0.194,4.57
198,3255,AQ (Day3),3,1/12/2022,13:25,pm,Liam,MWM Cohort 126 videos\Test 198.szv,66.8,30,15.221,7.917,0.228,0.264,0.039,0.132,0.667,0.599,44.33,17.97,0.038,,44.6
199,3256,AQ (Day3),1,1/12/2022,13:29,pm,Liam,MWM Cohort 126 videos\Test 199.szv,70.5,30,10.286,3.67,0.146,0.122,0.105,0.243,0.773,0.797,54.28,23.9,0.103,,60.06
200,3256,AQ (Day3),2,1/12/2022,13:35,pm,Liam,MWM Cohort 126 videos\Test 200.szv,85.4,30,13.786,3.397,0.161,0.113,0.021,0.356,0.646,0.709,55.19,21.27,,,57.23
201,3256,AQ (Day3),3,1/12/2022,13:37,pm,Liam,MWM Cohort 126 videos\Test 201.szv,37.2,30,5.048,3.765,0.136,0.125,0.042,0.162,0.598,0.592,22.07,17.75,0.021,,24.15
202,3257,AQ (Day3),1,1/12/2022,13:42,pm,Liam,MWM Cohort 126 videos\Test 202.szv,83.5,30,11.843,3.67,0.142,0.122,0.034,0.326,0.656,0.869,54.8,26.08,,,57.15
203,3257,AQ (Day3),2,1/12/2022,13:44,pm,Liam,MWM Cohort 126 videos\Test 203.szv,12.3,15.7,2.452,2.989,0.199,0.19,0.37,0.216,0.633,0.636,7.42,9.61,0.329,0.19,8.77
204,3257,AQ (Day3),3,1/12/2022,13:46,pm,Liam,MWM Cohort 126 videos\Test 204.szv,22.2,28.3,4.304,5.473,0.194,0.193,0.07,0.193,0.531,0.561,11.63,15.7,0.063,0.187,12.94
205,3259,AQ (Day3),1,1/12/2022,13:50,pm,Liam,MWM Cohort 126 videos\Test 205.szv,84.5,30,16.385,5.123,0.194,0.171,0.057,0.068,0.707,0.643,59.76,19.29,,,61.67
206,3259,AQ (Day3),2,1/12/2022,13:53,pm,Liam,MWM Cohort 126 videos\Test 206.szv,38.4,30,8.002,6.381,0.209,0.213,0.061,0.236,0.777,0.774,29.56,23.21,0.055,,29.94
207,3259,AQ (Day3),3,1/12/2022,13:55,pm,Liam,MWM Cohort 126 videos\Test 207.szv,27.8,30,4.821,5.39,0.174,0.18,0.133,0.268,0.585,0.615,16.06,18.46,0.12,,16.47
208,Y836,AQ (Day4),1,1/13/2022,11:01,am,Liam,MWM Cohort 126 videos\Test 208.szv,2.2,4.8,0.462,0.808,0.214,0.17,0.917,0.738,0.205,0.37,0.37,1.64,0.799,0.657,0.78
209,Y836,AQ (Day4),2,1/13/2022,11:03,am,Liam,MWM Cohort 126 videos\Test 209.szv,84.7,30,20.428,8.405,0.241,0.28,0.021,0.125,0.82,0.788,69.43,23.64,,,72.26
211,Y837,AQ (Day4),1,1/13/2022,11:09,am,Liam,MWM Cohort 126 videos\Test 211.szv,87.4,30,14.248,4.753,0.163,0.158,0.032,0.152,0.628,0.505,54.88,15.15,,,55.29
212,Y837,AQ (Day4),2,1/13/2022,11:13,am,Liam,MWM Cohort 126 videos\Test 212.szv,85,30,17.898,5.925,0.211,0.198,0.037,0.149,0.724,0.749,61.58,22.47,,,62.74
214,Y838,AQ (Day4),1,1/13/2022,11:20,am,Liam,MWM Cohort 126 videos\Test 214.szv,17.6,20.1,2.569,3.233,0.146,0.161,0.26,0.191,0.486,0.492,8.38,9.71,0.229,0.178,8.65
215,Y838,AQ (Day4),2,1/13/2022,11:21,am,Liam,MWM Cohort 126 videos\Test 215.szv,32.2,30,6.953,6.567,0.216,0.219,0.165,0.176,0.724,0.852,23.07,25.56,0.157,,25.07
217,3235,AQ (Day4),1,1/13/2022,11:27,am,Liam,MWM Cohort 126 videos\Test 217.szv,0.5,4,0,0.457,0,0.113,,0.877,0.023,0.278,0,1.03,0.236,0.879,0.09
218,3235,AQ (Day4),2,1/13/2022,11:28,am,Liam,MWM Cohort 126 videos\Test 218.szv,82.6,30,13.027,4.487,0.158,0.15,0.03,0.268,0.739,0.817,61.08,24.51,,,63.95
220,3237,AQ (Day4),1,1/13/2022,11:36,am,Liam,MWM Cohort 126 videos\Test 220.szv,87.7,30,19.959,7.748,0.228,0.258,0.03,0.201,0.748,0.701,65.56,21.04,,,65.75
221,3237,AQ (Day4),2,1/13/2022,11:40,am,Liam,MWM Cohort 126 videos\Test 221.szv,84.7,30,16.002,5.903,0.189,0.197,0.096,0.08,0.744,0.747,63,22.4,,,64.47
223,3238,AQ (Day4),1,1/13/2022,11:50,am,Liam,MWM Cohort 126 videos\Test 223.szv,0.9,3.5,0.193,0.585,0.216,0.167,0.751,0.97,0.054,0.313,0.03,0.99,0.528,0.918,0.08
224,3238,AQ (Day4),2,1/13/2022,11:51,am,Liam,MWM Cohort 126 videos\Test 224.szv,84.8,30,14.751,5.6,0.174,0.187,0.055,0.204,0.595,0.498,50.47,14.95,,,51.33
226,3239,AQ (Day4),1,1/13/2022,11:59,am,Liam,MWM Cohort 126 videos\Test 226.szv,0.7,3.5,0.083,0.562,0.119,0.16,0.869,0.932,0.025,0.283,0.01,0.9,0.486,0.944,0
227,3239,AQ (Day4),2,1/13/2022,12:00,pm,Liam,MWM Cohort 126 videos\Test 227.szv,84.3,30,18.631,6.933,0.221,0.231,0.039,0.145,0.691,0.632,58.25,18.95,,,60.8
229,3240,AQ (Day4),1,1/13/2022,12:08,pm,Liam,MWM Cohort 126 videos\Test 229.szv,13.4,17.1,1.713,2.062,0.128,0.12,0.207,0.263,0.346,0.35,4.52,5.87,0.155,0.216,5.03
230,3240,AQ (Day4),2,1/13/2022,12:09,pm,Liam,MWM Cohort 126 videos\Test 230.szv,20.3,28.8,2.759,4.148,0.136,0.144,0.119,0.245,0.644,0.621,12.87,17.7,0.077,0.237,14.28
232,3241,AQ (Day4),1,1/13/2022,12:16,pm,Liam,MWM Cohort 126 videos\Test 232.szv,1.1,3.9,0.101,0.678,0.092,0.172,1.024,0.849,0.008,0.237,0.01,0.84,0.123,0.824,0.07
233,3241,AQ (Day4),2,1/13/2022,12:17,pm,Liam,MWM Cohort 126 videos\Test 233.szv,84.8,30,16.742,6.141,0.197,0.205,0.051,0.077,0.634,0.613,53.76,18.38,,,56.28
235,3242,AQ (Day4),1,1/13/2022,12:24,pm,Liam,MWM Cohort 126 videos\Test 235.szv,86.2,30,7.662,0.32,0.089,0.011,0.091,1.001,0.651,0.472,56.14,14.15,,,56.46
236,3242,AQ (Day4),2,1/13/2022,12:28,pm,Liam,MWM Cohort 126 videos\Test 236.szv,25.2,30,5.394,5.719,0.214,0.191,0.14,0.111,0.692,0.754,17.19,22.62,0.134,,20.89
238,3243,AQ (Day4),1,1/13/2022,12:34,pm,Liam,MWM Cohort 126 videos\Test 238.szv,1.2,3.2,0.31,0.828,0.258,0.258,1.114,0.684,0.16,0.373,0.14,1.07,0.863,0.62,0.58
239,3243,AQ (Day4),2,1/13/2022,12:35,pm,Liam,MWM Cohort 126 videos\Test 239.szv,86,30,21.233,8.736,0.247,0.291,0.035,0.014,0.741,0.808,63.72,24.23,,,64.63
241,3247,AQ (Day4),1,1/13/2022,12:43,pm,Liam,MWM Cohort 126 videos\Test 241.szv,1.1,2.8,0.195,0.47,0.178,0.165,1.089,0.955,0.05,0.254,0.04,0.64,0.481,0.886,0.09
242,3247,AQ (Day4),2,1/13/2022,12:44,pm,Liam,MWM Cohort 126 videos\Test 242.szv,12.7,16.6,3.809,4.899,0.3,0.295,0.235,0.224,0.481,0.571,5.95,9.29,0.219,0.206,7.51
244,Y839,AQ (Day4),1,1/13/2022,12:49,pm,Liam,MWM Cohort 126 videos\Test 244.szv,87.6,30,17.839,7.497,0.204,0.25,0.026,0.07,0.675,0.61,59.11,18.29,,,59.62
245,Y839,AQ (Day4),2,1/13/2022,12:52,pm,Liam,MWM Cohort 126 videos\Test 245.szv,37.4,30,9.103,7.02,0.243,0.234,0.017,0.179,0.669,0.679,24.78,20.37,0.018,,25.3
247,Y840,AQ (Day4),1,1/13/2022,13:02,pm,Liam,MWM Cohort 126 videos\Test 247.szv,15.9,18.7,2.532,2.837,0.16,0.152,0.264,0.22,0.511,0.518,7.92,9.49,0.248,0.195,8.47
248,Y840,AQ (Day4),2,1/13/2022,13:03,pm,Liam,MWM Cohort 126 videos\Test 248.szv,12.9,18.2,2.867,4.272,0.223,0.235,0.276,0.258,0.707,0.706,8.85,12.57,0.259,0.243,10.26
250,Y841,AQ (Day4),1,1/13/2022,13:13,pm,Liam,MWM Cohort 126 videos\Test 250.szv,68.1,30,16.292,6.85,0.239,0.228,0.017,0.112,0.62,0.566,42.04,16.97,0.012,,42.24
251,Y841,AQ (Day4),2,1/13/2022,13:15,pm,Liam,MWM Cohort 126 videos\Test 251.szv,40.7,30,9.469,7.913,0.233,0.264,0.105,0.038,0.593,0.778,23.91,23.33,0.096,,25.77
253,3249,AQ (Day4),1,1/13/2022,13:30,pm,Liam,MWM Cohort 126 videos\Test 253.szv,0.3,3.4,0,0.532,0,0.155,,0.987,0,0.302,0,0.93,,0.978,0.13
254,3249,AQ (Day4),2,1/13/2022,13:32,pm,Liam,MWM Cohort 126 videos\Test 254.szv,83.7,30,13.726,4.312,0.164,0.144,0.071,0.143,0.779,0.717,65.16,21.52,,,67.77
256,3251,AQ (Day4),1,1/13/2022,13:39,pm,Liam,MWM Cohort 126 videos\Test 256.szv,87.5,30,16.245,5.803,0.186,0.193,0.041,0.05,0.585,0.596,51.23,17.87,,,51.48
257,3251,AQ (Day4),2,1/13/2022,13:43,pm,Liam,MWM Cohort 126 videos\Test 257.szv,85.1,30,16.488,6.458,0.194,0.215,0.027,0.022,0.762,0.699,64.81,20.97,,,65.11
259,3253,AQ (Day4),1,1/13/2022,13:51,pm,Liam,MWM Cohort 126 videos\Test 259.szv,36.8,30,7.169,6.227,0.195,0.208,0.078,0.059,0.495,0.552,18.08,16.57,0.071,,18.32
260,3253,AQ (Day4),2,1/13/2022,13:54,pm,Liam,MWM Cohort 126 videos\Test 260.szv,60.8,30,13.926,7.587,0.229,0.253,0.03,0.166,0.602,0.619,36.42,18.58,0.026,,37.57
262,3254,AQ (Day4),1,1/13/2022,14:02,pm,Liam,MWM Cohort 126 videos\Test 262.szv,0.9,3.9,0.11,0.562,0.124,0.144,0.841,0.972,0.043,0.346,0.02,1.23,0.548,0.977,0.17
263,3254,AQ (Day4),2,1/13/2022,14:04,pm,Liam,MWM Cohort 126 videos\Test 263.szv,8.1,13.2,1.652,2.807,0.204,0.213,0.675,0.374,0.546,0.697,4.23,8.96,0.629,0.341,6.8
265,3255,AQ (Day4),1,1/13/2022,14:09,pm,Liam,MWM Cohort 126 videos\Test 265.szv,37.6,30,9.951,8.424,0.265,0.281,0.062,0.169,0.602,0.592,22.46,17.76,0.051,,23.06
266,3255,AQ (Day4),2,1/13/2022,14:11,pm,Liam,MWM Cohort 126 videos\Test 266.szv,0.2,4.2,0,1.061,0,0.25,,0.952,0,0.565,0,2.2,,0.948,0.26
268,3256,AQ (Day4),1,1/13/2022,14:19,pm,Liam,MWM Cohort 126 videos\Test 268.szv,0.9,0.9,0,0,0,0,,,0.557,0.558,0.5,0.51,,,0.47
269,3256,AQ (Day4),2,1/13/2022,14:20,pm,Liam,MWM Cohort 126 videos\Test 269.szv,81.5,30,11.008,3.464,0.135,0.115,0.045,0.419,0.849,0.826,69.16,24.79,,,71.28
271,3257,AQ (Day4),1,1/13/2022,14:27,pm,Liam,MWM Cohort 126 videos\Test 271.szv,9.4,12.8,1.465,2.191,0.156,0.171,0.573,0.316,0.487,0.528,4.42,6.59,0.525,0.266,5.56
272,3257,AQ (Day4),2,1/13/2022,14:29,pm,Liam,MWM Cohort 126 videos\Test 272.szv,14.2,19.9,1.908,2.919,0.134,0.147,0.378,0.335,0.446,0.515,6.17,10.06,0.359,0.324,7
274,3259,AQ (Day4),1,1/13/2022,14:43,pm,Liam,MWM Cohort 126 videos\Test 274.szv,87.4,30,17.131,6.433,0.196,0.214,0.034,0.137,0.639,0.616,55.87,18.48,,,56.19
275,3259,AQ (Day4),2,1/13/2022,14:46,pm,Liam,MWM Cohort 126 videos\Test 275.szv,84.8,30,14.748,6.143,0.174,0.205,0.011,0.203,0.645,0.667,54.67,20.02,,,55.13
277,Y836,AQ (Day5),1,1/14/2022,11:11,am,Liam,MWM Cohort 126 videos\Test 277.szv,85.5,30,16.015,6.166,0.187,0.206,0.077,0.194,0.667,0.706,57.04,21.17,,,57.49
278,Y836,AQ (Day5),2,1/14/2022,11:14,am,Liam,MWM Cohort 126 videos\Test 278.szv,40.6,30,8.558,6.298,0.211,0.21,0.066,0.088,0.691,0.712,27.85,21.35,0.06,,28.33
279,Y836,AQ (Day5),3,1/14/2022,11:15,am,Liam,MWM Cohort 126 videos\Test 279.szv,41.4,30,9.527,6.933,0.23,0.231,0.088,0.189,0.616,0.584,25.27,17.51,0.083,,27.15
280,Y837,AQ (Day5),1,1/14/2022,11:18,am,Liam,MWM Cohort 126 videos\Test 280.szv,4.5,4.5,1.121,1.121,0.249,0.247,0.984,0.984,0.629,0.629,2.63,2.63,0.967,0.967,0.4
281,Y837,AQ (Day5),2,1/14/2022,11:20,am,Liam,MWM Cohort 126 videos\Test 281.szv,9.4,11.8,1.87,2.272,0.199,0.193,0.313,0.241,0.474,0.48,4.29,5.49,0.293,0.214,4.87
282,Y837,AQ (Day5),3,1/14/2022,11:21,am,Liam,MWM Cohort 126 videos\Test 282.szv,78.4,30,16.846,6.377,0.215,0.213,0.032,0.023,0.575,0.623,44.91,18.69,0.029,,46.77
283,Y838,AQ (Day5),1,1/14/2022,11:25,am,Liam,MWM Cohort 126 videos\Test 283.szv,27.1,30,4.597,5.175,0.17,0.173,0.155,0.172,0.576,0.653,15.4,19.58,0.144,,16.32
284,Y838,AQ (Day5),2,1/14/2022,11:27,am,Liam,MWM Cohort 126 videos\Test 284.szv,67.7,30,16.625,8.208,0.246,0.274,0.045,0.033,0.639,0.679,43.07,20.37,0.043,,43.71
285,Y838,AQ (Day5),3,1/14/2022,11:30,am,Liam,MWM Cohort 126 videos\Test 285.szv,11.8,16.7,2.952,3.731,0.25,0.224,0.239,0.311,0.584,0.699,6.69,11.44,0.205,0.291,8.75
286,3235,AQ (Day5),1,1/14/2022,11:33,am,Liam,MWM Cohort 126 videos\Test 286.szv,83,30,11.292,3.535,0.136,0.118,0.052,0.37,0.694,0.775,57.57,23.26,,,59.33
287,3235,AQ (Day5),2,1/14/2022,11:36,am,Liam,MWM Cohort 126 videos\Test 287.szv,86.1,30,12.163,4.507,0.141,0.15,0.056,0.212,0.698,0.659,60.06,19.76,,,60.51
288,3235,AQ (Day5),3,1/14/2022,11:38,am,Liam,MWM Cohort 126 videos\Test 288.szv,82.7,30,9.054,2.25,0.109,0.075,0.026,0.582,0.681,0.711,56.29,21.33,,,58.71
289,3237,AQ (Day5),1,1/14/2022,11:44,am,Liam,MWM Cohort 126 videos\Test 289.szv,32.6,30,8.061,7.857,0.247,0.262,0.109,0.173,0.719,0.805,23.2,24.15,0.103,,25.6
290,3237,AQ (Day5),2,1/14/2022,11:46,am,Liam,MWM Cohort 126 videos\Test 290.szv,0.6,2.7,0.097,0.499,0.166,0.186,0.753,0.992,0.017,0.287,0,0.67,0.293,0.996,-0.02
291,3237,AQ (Day5),3,1/14/2022,11:47,am,Liam,MWM Cohort 126 videos\Test 291.szv,14.9,19.6,3.784,4.752,0.254,0.243,0.137,0.232,0.542,0.616,7.88,11.84,0.126,0.22,9.55
292,3238,AQ (Day5),1,1/14/2022,11:51,am,Liam,MWM Cohort 126 videos\Test 292.szv,78.7,30,16.184,6.53,0.206,0.218,0.017,0.153,0.603,0.594,47.21,17.82,0.012,,48.33
293,3238,AQ (Day5),2,1/14/2022,11:54,am,Liam,MWM Cohort 126 videos\Test 293.szv,87.5,30,17.911,7.037,0.205,0.235,0.022,0.121,0.608,0.495,53.17,14.85,,,53.29
294,3238,AQ (Day5),3,1/14/2022,11:57,am,Liam,MWM Cohort 126 videos\Test 294.szv,84.1,30,11.092,3.793,0.132,0.126,0.025,0.084,0.832,0.958,69.99,28.73,,,70.75
295,3239,AQ (Day5),1,1/14/2022,12:01,pm,Liam,MWM Cohort 126 videos\Test 295.szv,35.7,30,7.796,7.189,0.218,0.24,0.104,0.121,0.697,0.828,24.62,24.83,0.097,,26.54
